#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
#GREEK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
count_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_norwegian;Lendr maðr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_danish;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_icelandic;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_gothic;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_swedish;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_norwegian;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_danish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_gothic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_icelandic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_norse;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_swedish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_norwegian;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_norse;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_icelandic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_gothic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_danish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_swedish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_norwegian;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_icelandic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_gothic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_norse;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_danish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_swedish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_norwegian;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_gothic;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_icelandic;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_norse;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_danish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_swedish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_norwegian;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_norse;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_gothic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_icelandic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_danish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_swedish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_norwegian;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_norse;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_gothic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_icelandic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_norse;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_danish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_swedish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_norwegian;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_danish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_swedish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_icelandic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_gothic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_norwegian;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_norse;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_danish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_swedish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_norwegian;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_icelandic;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_norse;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_gothic;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_swedish;Prins;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_swedish;Prinsesse;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_danish;Prins;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_danish;Prinsesse;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_norwegian;Prins;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_norwegian;Prinsesse;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_icelandic;Jarldom of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_gothic;Jarldom of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_swedish;Jarldom of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_danish;Jarldom of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_norwegian;Jarldom of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_norwegian;Fylki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_icelandic;Konungríki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_gothic;Konungríki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_swedish;Konungríki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_danish;Konungríki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_norwegian;Konungríki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_norse;Konungríki of;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_icelandic;Konungríki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_gothic;Konungríki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_swedish;Konungríki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_danish;Konungríki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_norwegian;Konungríki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_norse;Konungríki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_icelandic;Jarldom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_gothic;Jarldom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_swedish;Jarldom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_danish;Jarldom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_norwegian;Jarldom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
county_norwegian;Fylki;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_norse;Thane;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_icelandic;Landnámaður;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_norwegian;Lendr maðr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_danish;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_icelandic;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_gothic;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_swedish;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_norwegian;Jarl;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_danish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_gothic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_icelandic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_norse;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_swedish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_norwegian;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_female_norse;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_female_icelandic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_female_gothic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_female_danish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_female_swedish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_king_female_norwegian;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_icelandic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_gothic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_norse;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_danish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_swedish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_norwegian;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_female_gothic;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_female_icelandic;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_female_norse;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_female_danish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_female_swedish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_female_norwegian;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_baron_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_count_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_danish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_female_gothic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_female_icelandic;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_female_danish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_female_swedish;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_female_norwegian;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_duke_title_ruler_consort_female_norse;Frú;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_gothic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_icelandic;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_danish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_swedish;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_norwegian;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_norse;Konungr;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_female_gothic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_female_icelandic;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_female_norse;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_female_danish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_female_swedish;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_title_ruler_consort_female_norwegian;Dróttning;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_danish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_swedish;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_icelandic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_gothic;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_norwegian;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_norse;Keisari;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_female_danish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
tribal_emperor_title_ruler_consort_female_swedish;Keisaraynja;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
