#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TRUE_VASSAL_NAME;Vassal;Vassal;Tributstaat;;Estado tributario;;;;;;;;;x
enlarge_tagmata_desc;The Imperial Tagmata have served well as the core of our army, but they are far too small to be used aggressively in battle. You could expand them if you have the necessary funds.;;;;;;;;;;;;;x 
RETTYPE_CUL_BYZ2;Cataphract Lancer;;;;;;;;;;;;;x
RETTYPE_GREEK_INFANTRY;Greek Heavy Infantry;;;;;;;;;;;;;x
RETTYPE_GREEK_INFANTRY2;Greek Phalanx;;;;;;;;;;;;;x
RETTYPE_MENAULION;Menaulion;;;;;;;;;;;;;x
RETTYPE_AKRITOI;Akritoi;;;;;;;;;;;;;x
abdicate_throne;Abdicate the Throne;;;;;;;;;;;;;x
abdicate_throne_desc;As absolute monarch, you may abdicate your throne and all of your titles to your current heir, provided they are of your dynasty. Once the abdication is complete, you will continue playing as your current heir.;;;;;;;;;;;;;x
abd_ask;Will gain all of your titles and ascend the throne;;;;;;;;;;;;;x
ABD.001.DESC;Your liege has decided to offer you the throne as they have chosen to abdicate;;;;;;;;;;;;;x
ABD.001.A;I accept this tremendous honour;;;;;;;;;;;;;x
ABD.002.DESC;[From.GetTitledName] has accepted your gracious offer of abdication, and assumes your throne and all titles forthwith;;;;;;;;;;;;;x
ABD.002.A;So be it;;;;;;;;;;;;;x
#### BUILDINGS;;;;;;;;;;;;;;x
tp_rome_wall_6;Aurelian Walls;Mur d'Aurélien;Aurelianische Mauer;;Murallas aurelianas;;;;;;;;;x
tp_rome_wall_6_desc;The Aurelian Walls are a line of city walls in Rome built during the reign of the Roman Emperors Aurelian and Probus.;Le mur d'Aurélien est une enceinte fortifiée antique protégeant la ville de Rome, en Italie, construite entre 271 et 282, sous le règne des empereurs Aurélien et Probus.;Die Aurelianische Mauer ist die bedeutendste Stadtmauer von Rom, deren erste Bauphase unter Kaiser Aurelian (270–275) begonnen und unter Kaiser Probus (276–282) vollendet wurde.;;Las murallas aurelianas son una construcción militar de carácter defensivo construida en la ciudad de Roma por el emperador Aureliano.El propósito de su construcción fue defender Roma de las invasiones bárbaras, que comenzaron a partir del año 271 d. C.;;;;;;;;;x
tp_rome_colosseum;Flavian Amphitheatre; Amphithéâtre flavien;Kolosseum;;Anfiteatro Flavio;;;;;;;;;x
tp_rome_colosseum_desc;The Flavian Amphitheatre was the largest amphitheatre of the Roman Empire, and is considered one of the greatest works of Roman architecture and engineering.;Le Colisée, à l'origine amphithéâtre Flavien, est un immense amphithéâtre elliptique situé dans le centre de la ville de Rome,le plus grand jamais construit dans l'empire romain. ;Das Kolosseum ist das größte der im antiken Rom erbauten Amphitheater und der größte geschlossene Bau der römischen Antike.;;El Coliseo es el mayor de los incorporados en el antiguo anfiteatro de Roma y el edificio más grande de la antigua Roma.;;;;;;;;;x
tp_memphis_necropolis;Necropolis of Memphis;Saqqarah;Sakkara;;Saqqara;;;;;;;;;x
tp_memphis_necropolis_desc;This complex of ancient monuments includes the three pyramid complexes known as the Great Pyramids and the massive sculpture known as the Great Sphinx.;Saqqarah est une vaste nécropole de la région de Memphis.;Sakkara ist eine bedeutende altägyptische Nekropole am westlichen Nilufer.;;Saqqara es el emplazamiento de la necrópolis principal de la ciudad de Menfis, en la ribera occidental del Nilo.;;;;;;;;;x 
tp_hag_hagiasophia;Hagia Sophia;Sainte-Sophie;Hagia Sophia;;Santa Sofía;;;;;;;;;x
tp_hag_hagiasophia_desc;Hagia Sophia is a Greek Orthodox patriarchal basilica, it serves as an Eastern Orthodox cathedral and seat of the Patriarchate of Constantinople.;La Sainte-Sophie est une basillique patricacale othodoxe servant comme une cthedrale othordoxe Son esplanade est à la mesure de la gloire de Byzance. Souvent surnommée la Grande Église, la basilique est dédiée au Christ; Die Hagia Sophia, das letzte große Bauwerk der Spätantike, war die Hauptkirche des Byzantinischen Reiches und religiöser Mittelpunkt der Orthodoxie.;;Santa Madre Sofía o Hagia Sophia es una basílica patriarcal ortodoxa.;;;;;;;;;x 
ca_athens_acropolis;Acropolis of Athens;Acropole d'Athènes;Akropolis;;Acrópolis de Atenas;;;;;;;;;x
ca_athens_acropolis_desc;The Acropolis of Athens is an ancient citadel located on a high rocky outcrop above the city of Athens and containing the remains of several ancient buildings of great architectural and historic significance, the most famous being the Parthenon.;Pendant l'Antiquité, elle fait office de vaste sanctuaire pour le culte de la déesse Athéna et de nombreux autres dieux de la mythologie grecque, avec plusieurs temples dont l'Érechthéion et le temple d'Athéna Nikè.;Die Akropolis von Athen ist eine alte Burg auf einem hohen Felsen über der Stadt Athen und befindetmit den Überresten von mehreren alten Gebäuden von großem architektonischen und historischen Bedeutung, die bekanntesten sind der Parthenon.;;La Acrópolis de Atenas puede considerarse la más representativa de las acrópolis griegas. La acrópolis era, literalmente, la ciudad alta1 y estaba presente en la mayoría de las ciudades griegas, con una doble función: defensiva y como sede de los principales lugares de culto.;;;;;;;;;x
tp_jeru_holysep;Church of the Holy Sepulchre;Église du Saint-Sépulcre;Grabeskirche;;Santo Sepulcro;;;;;;;;;x
tp_jeru_holysep_desc;The site of the Church of the Holy Sepulchre is venerated as Golgotha, where Jesus of Nazareth was crucified, and is said also to contain the place where Jesus was buried.;Il s’agit d'un sanctuaire englobant le lieu de la crucifixion (le Golgotha) ainsi que la grotte où le corps du Christ fut déposé après sa mort.;Als Grabeskirche oder Kirche vom heiligen Grab wird die Kirche in der Altstadt Jerusalems bezeichnet, die sich an der überlieferten Stelle der Kreuzigung und des Grabes Jesu befindet. Die Grabeskirche zählt zu den größten Heiligtümern des Christentums.;;El lugar, llamado también Gólgota , es el punto exacto donde —según los Evangelios— se produjo la Crucifixión, enterramiento y Resurrección de Cristo. ;;;;;;;;;x
tp_jeru_dome;Dome of the Rock;Dôme du Rocher;Felsendom;;Cúpula de la Roca;;;;;;;;;x
tp_jeru_dome_desc;The Dome of the Rock is a shrine located on the Temple Mount in the Old City of Jerusalem. The site's significance stems from religious traditions regarding the rock, known as the Foundation Stone, at its heart, which bears great significance for Jews, Christians and Muslims.;Le Dôme du Rocher abrite le « Rocher de la Fondation », endroit où, selon la tradition musulmane, Mahomet serait arrivé depuis La Mecque, lors de l'Isra, ou voyage nocturne et d'où il serait monté au paradis, en chevauchant sa monture Bouraq.;Nach der islamischen Tradition soll Mohammed von diesem Felsen aus die Himmelfahrt und seine Begegnung mit den früheren Propheten des Judentums und Jesus angetreten haben.  ;;La Cúpula de la Roca o el Domo de la Roca es un monumento islámico situado en Jerusalén, en el centro del Monte del Templo. Los musulmanes creen que la roca que se encuentra en el centro de la Cúpula es el punto desde el cual Mahoma ascendió a los cielos para reunirse con Dios, acompañado por el ángel Gabriel.;;;;;;;;;x
tp_cordoba_greatmosque;Mosque Cathedral of Cordoba;Mosquée-cathédrale de Cordoue;Mezquita-Catedral de Córdoba;;Mezquita-catedral de Córdoba;;;;;;;;;x
tp_cordoba_greatmosque_desc;The Mosque Cathedral of Cordoba is an Islamic mosque in the city of Cordoba.;La mosquée-cathédrale de Cordoue, est un ancien temple romain qui devint église puis mosquée, et dans laquelle fut ensuite érigée une cathédrale. C'est un monument majeur de l'architecture islamique, témoin de la présence musulmane en Espagne du VIIIe au XVe siècle.;Die Moschee-Kathedrale von Cordoba ist eine islamische Moschee in der Stadt Cordoba.;;Mezquita-catedral de Córdoba, es un edificio de la ciudad de Córdoba, España. Se trata de uno de los monumentos más importantes de la arquitectura islámica en España, así como del más emblemático ejemplo de arte omeya hispanomusulmán.  Desde el siglo XIII y hasta la actualidad es un templo católico, la iglesia catedral de la diócesis de Córdoba.;;;;;;;;;x
ca_abukir_pharos;Lighthouse of Alexandria;Phare d'Alexandrie;Pharos von Alexandria;;Faro de Alejandría;;;;;;;;;x
ca_abukir_pharos_desc;The Lighthouse of Alexandria was a lofty tower built by the Ptolemaic Kingdom.;Le phare d'Alexandrie est considéré comme la septième des sept merveilles du monde antique ; il a servi de guide aux marins pendant près de dix-sept siècles.;Der Leuchtturm von Alexandria war nach der Überlieferung der erste Leuchtturm überhaupt und bis ins 20. Jahrhundert mit etwa 115 bis 160 Metern der höchste Leuchtturm, der je gebaut wurde.;;El Faro de Alejandría fue una torre construida en el siglo III a. C. en la isla de Faro en Alejandría. Con una altura estimada entre 115 y 150 metros. Fue una de las estructuras hechas por el hombre más altas durante muchos siglos, y fue identificada como una de las Siete maravillas del mundo por Antípatro de Sidón. ;;;;;;;;
ca_hal_maus;Mausoleum of Halicarnassus;Mausolée d'Halicarnasse;Mausoleum von Halikarnassos;;Mausoleo de Halicarnaso;;;;;;;;;x
ca_hal_maus_desc;The Mausoleum of Halicarnassus was a tomb built for Mausolus, a satrap in the Persian Empire, and Artemisia II of Caria, who was both his wife and his sister.;Le mausolée d'Halicarnasse est le tombeau de Mausole, satrape perse achéménide de Carie, mort en 353 av. J.-C.;Das Mausoleum von Halikarnassos war das prachtvolle Grabmal von Maussolos, einem Kleinkönig von Karien und persischen Satrapen. Das Mausoleum gehörte zu den „Sieben Weltwundern“ der Antike.;;El Mausoleo de Halicarnaso o el Sepulcro de Mausoleion fue una tumba construida entre el año 353 y el 350 a. C.1 en Halicarnaso para Mausolo, un sátrapa en el Imperio persa. ;;;;;;;;;x
ca_offa_dyke;Offa's Dyke;Digue d'Offa;Offa’s Dyke;;Muralla de Offa;;;;;;;;;x
ct_offa_dyke;Offa's Dyke;Digue d'Offa;Offa’s Dyke;;Muralla de Offa;;;;;;;;;x
tp_offa_dyke;Offa's Dyke;Digue d'Offa;Offa’s Dyke;;Muralla de Offa;;;;;;;;;x
tb_offa_dyke;Offa's Dyke;Digue d'Offa;Offa’s Dyke;;Muralla de Offa;;;;;;;;;x
offa_dyke_desc;There was in Mercia a certain vigorous king called Offa, who terrified all the neighbouring kings and provinces around him, and who had a great dyke built between Wales and Mercia from sea to sea.;La digue d'Offa est un ensemble de constructions formant la frontière traditionnelle entre l’Angleterre et le Pays de Galles, composé principalement d’un grand mur de terre;Offa’s Dyke ist ein frühmittelalterlicher Grenzwall in Großbritannien. Die Wallanlage wurde zur Abgrenzung des angelsächsischen Königreichs Mercien zu den keltischen Fürstentümern im heutigen Wales errichtet.;;La muralla de Offa es una antigua construcción defensiva de la isla de Gran Bretaña, erigida por el rey Offa de Mercia en torno al año 777.;;;;;;;;;x
ca_carthport_0;Ruins of the Port of Carthage;Ruines du Port de Carthage;Die Ruinen der Hafen von Karthago;;Ruinas del Puerto de Cartago;;;;;;;;;x
ca_carthport_1;Restored Port of Carthage;Port restauré de Catharge;Hafen von Karthago;;Puerto de Cartago;;;;;;;;;x
ca_carthport_desc;The ancient superpower of Carthage built its reputation on its mastery of the seas and the ancient Port of Carthage once held over two hundred of the most powerful warships of the time.;L'ancienne superpuissance de Carthage a construit sa reputation grace a sa maitrise des mers notamment par l'ancient Port de Carthage qui a autrefois contenu plus de 200 navires parmis les plus modernes.;Die antike Supermacht Karthago seinen Ruf auf der Beherrschung der Meere und der alte Hafen von Karthago einmal mehr als zweihundert der mächtigsten Kriegsschiffe der Zeit gehalten.;;La antigua superpotencia Cartago su reputación en el dominio de los mares y el antiguo puerto de Cartago vez tuvo más de doscientos de los más poderosos barcos de guerra de la época.;;;;;;;;;x
tp_rome_angel;Castel Sant'Angelo;Château Saint-Ange;Engelsburg;;Castillo Sant'Angelo;;;;;;;;;x
tp_rome_angel_desc;The Castel Sant'Angelo is a towering cylindrical building in Rome. It was initially commissioned by the Roman Emperor Hadrian as a mausoleum for himself and his family. The Castel Sant'Angelo is a refuge for the Pope in times of danger.;Le château Saint-Ange est un monument romain, situé sur la rive droite du Tibre, face au pons AElius, à Rome, non loin du Vatican.;Die Engelsburg in Rom wurde ursprünglich als Mausoleum für den römischen Kaiser Hadrian und seine Nachfolger errichtet und später von verschiedenen Päpsten zur Burg umgebaut.;;Iniciado por el emperador Adriano en el año 135 para ser su mausoleo personal y familiar, fue terminado por Antonino Pío en el 139. El monumento, levantado con piedra de travertino, estaba engalanado por una cuadriga en bronce guiada por el emperador Adriano. ;;;;;;;;;x
tp_rome_saintpeter;St. Peter's Basilica;Basilique Saint-Pierre;Petersdom;;Basílica de San Pedro;;;;;;;;;x
tp_rome_saintpeter_desc;St. Peter's Basilica is the burial site of its namesake Saint Peter, one of the twelve apostles of Jesus. Papal coronations are held at the basilica, and Charlemagne was crowned emperor of the Holy Roman Empire here.;La basilique Saint-Pierre, ou plus exactement Saint-Pierre du Vatican est le plus important édifice religieux du catholicisme ainsi que la tombe de St-Pierre.;Sankt Peter im Vatikan in Rom, ist die größte der Papstbasiliken in Rom, nicht aber die Kathedrale des Bischofs von Rom, dies ist die Lateranbasilika. Der Petersdom ist das Zentrum des unabhängigen Staats der Vatikanstadt und eine der sieben Pilgerkirchen in der Stadt.;;En la tradición católica, la basílica se encuentra situada sobre el lugar de entierro de san Pedro, que fue uno de los doce apóstoles de Jesús de Nazaret, primer obispo de Antioquía, primer obispo de Roma y, por lo tanto, el primero de los pontífices. ;;;;;;;;;x
ca_con_palace;Sacred Palace;Grand Palais;Großer Palast;;Gran Palacio;;;;;;;;;x
ca_con_palace_desc;The Sacred Palace serves as the main royal residence of the Byzantine emperors;Le Grand Palais était le plus grand ensemble architectural de Constantinople. Depuis Constantin Ier jusqu'à son apogée au Xe siècle, il s'est progressivement agrandi au gré des besoins et des goûts des différents empereurs, formant un ensemble irrégulier et quelque peu hétéroclite d'édifices, de cours, de pavillons et d'églises.;Der Große Palast in Konstantinopel war seit Theodosius II. der Sitz der byzantinischen Kaiser.;;El Gran Palacio de Constantinopla, también conocido como Palacio Sagrado, era un enorme complejo palacial bizantino. Sirvió como residencia principal de los emperadores bizantinos a partir de 330 a 1081 y fue el centro de la administración imperial aproximadamente durante 800 años.;;;;;;;;;x
tp_rome_saintjohn;Archbasilica of St. John Lateran;Basilique Saint-Jean-de-Latran;Lateranbasilika;;Letrán;;;;;;;;;x
tp_rome_saintjohn_desc;The Archbasilica of St. John Lateran is the cathedral church of the Diocese of Rome and the official ecclesiastical seat of the Bishop of Rome, who is the Pope.;La basilique Saint-Jean-de-Latran, connue à l'origine sous le nom de basilique du Saint-Sauveur, est l'une des quatre basiliques majeures de Rome sur la place du même nom.;Die Lateranbasilika ist die Bischofskirche von Rom und eine der vier Papstbasiliken Roms. San Giovanni im Lateran ist die eigentliche Kathedrale von Rom, weil die Kirche der Sitz des Bischofs von Rom (Papstes) ist. Das Amt des Ehrenkanonikers von San Giovanni in Laterano kommt dem Präsidenten der Französischen Republik zu.;;La Basílica de San Juan de Letrán, una de las cuatro basílicas más importantes de Roma y considerada Iglesia-madre de la Iglesia católica en el mundo entero. La basílica, el vecino Palacio de Letrán y la Escalera Santa, son territorios de Italia que administra la Santa Sede con derechos de extraterritorialidad. ;;;;;;;;;x
tp_bag_houseofwisdom;House of Wisdom;Maison de la sagesse;Haus der Weisheit;;Casa de la sabiduría;;;;;;;;;x
tp_bag_houseofwisdom_desc;The House of Wisdom is a library, translation institute and school. It is considered to be a major intellectual center for the Islamic world.;Les maisons de sagesse sont une association de bibliothèques, de centres de traduction et de lieux de réunion, vraisemblablement en vue de traduire les ouvrages de cosmologie, d'astrologie, de poésie et d'histoire.;Das Haus der Weisheit war eine Art Akademie, die im Jahr 825 von dem Abbasiden-Kalifen al-Ma?mun in Bagdad gegründet wurde. Als Vorbild des Hauses der Weisheit diente die wesentlich ältere Akademie von Gundischapur.;;La Casa de la sabiduría o Casa del saber fue una biblioteca y un centro de traducciones establecido durante la época del Califato Abasí, en Bagdad, Irak. ;;;;;;;;;x
tp_dam_mosque;Great Mosque of Damascus;Grande Mosquée des Omeyyades;Umayyaden-Moschee;;Mezquita de los Omeyas;;;;;;;;;x
tp_dam_mosque_desc;The Great Mosque of Damascus is one of the largest mosques in the world. The mosque was built on the site of a Christian basilica dedicated to John the Baptist, honored as a prophet by Christians and Muslims alike.;La Grande Mosquée des Omeyyades de Damas, construite entre 706 et 715, est un édifice religieux musulman édifié par le calife omeyyade Al Walid I??.;Die Umayyaden-Moschee ist eine Moschee in der syrischen Hauptstadt Damaskus. Sie ist eine der ältesten Moscheen der Welt und Vorbild für andere Moscheen im Baustil der Pfeilerhallenmoschee. In vorislamischer Zeit wurde sie als eine Johannes dem Täufer geweihte Kathedrale errichtet.;;La Mezquita de los Omeyas o Gran Mezquita de Damasco es la mezquita más importante en Damasco y una de las más antiguas y grandes del mundo. Está considerada como el cuarto lugar más sagrado del Islam,1 tras Masyid al-?aram (La Meca), la Masyid al-Nabawi (Medina) y la Masyid al-Aqsa (Jerusalén).;;;;;;;;;x
tp_med_mosque;Prophet's Mosque;Masjid al-Nabawi;Prophetenmoschee;;Mezquita del Profeta;;;;;;;;;x
tp_med_mosque_desc;The Prophet's Mosque is a mosque built by the Islamic Prophet Muhammad situated in the city of Medina. It is the second mosque built in history.;Al-Masjid Al-Nabawi ou mosquée du Prophète, à Médine en Arabie saoudite, est la deuxième mosquée la plus sainte de l'islam après Masjid al-Haram à La Mecque et avant la mosquée d'Al-Aqsa (à côté du Dôme du Rocher), à Jérusalem.;Die Prophetenmoschee in Medina ist nach der al-Haram-Moschee in Mekka die zweitheiligste Moschee im Islam. Hier befindet sich die Grabstätte Mohammeds. ;;Al-Masjid Al-Nabawi o la Mezquita del Profeta, en Medina, es la segunda mezquita más santa del islam después de Al-Haram d'Al-Masjid en La Meca; la mezquita de Al-Aqsa es la tercera más santa del islam. La mezquita original fue construida por el profeta Mahoma. En esta mezquita está enterrado Mahoma.;;;;;;;;
tp_mec_mosque;The Grand Mosque;Masjid al-Haram;al-Haram-Moschee;;Masjid al-Haram;;;;;;;;;x
tp_mec_mosque_desc;The Grand Mosque is the largest and oldest mosque in the world and surrounds one of Islam's holiest places, the Kaaba.;Al-Masjid Al-Nabawi à côté du Dôme du Rocher), à Jérusalem. La mosquée originale a été construite par Mahomet. Les califes suivants l'ont agrandie et amélioré sa décoration.;Die al-Haram-Moschee, heilige Moschee oder geweihte Moschee in Mekka ist die wichtigste Moschee des Islam – und zugleich die größte der Welt.;;El Masjid al-Haram, es la mezquita más importante de la ciudad de La Meca y el primer lugar santo del islam.;;;;;;;;;x
ca_hadrianwall_0;Ruins of Hadrian's Wall;Ruines du Mur d'Hadrien;Ruinen von Hadrianswall;;Las ruinas de la muralla de Adriano;;;;;;;;;x
tp_hadrianwall_0;Ruins of Hadrian's Wall;Ruines du Mur d'Hadrien;Ruinen von Hadrianswall;;Las ruinas de la muralla de Adriano;;;;;;;;;x
ct_hadrianwall_0;Ruins of Hadrian's Wall;Ruines du Mur d'Hadrien;Ruinen von Hadrianswall;;Las ruinas de la muralla de Adriano;;;;;;;;;x
ca_hadrianwall_1;Restored Hadrian's Wall;Mur d'Hadrien;Hadrianswall;;Muro de Adriano;;;;;;;;;x
tp_hadrianwall_1;Restored Hadrian's Wall;Mur d'Hadrien;Hadrianswall;;Muro de Adriano;;;;;;;;;x
ct_londontower1;White Tower;Tour Blanche;White Tower;;White Tower;;;;;;;;;x
ct_londontower2;Tower of London;Tour de Londres;Tower of London;;Torre de Londres;;;;;;;;;x
ct_londontower3;Tower of London;Tour de Londres;Tower of London;;Torre de Londres;;;;;;;;;x
ct_londontower1_desc;The White Tower is a keep on the Tower Hill in London, located on the north bank of the river Thames. It was built as a symbol of the occupation of England. ;La Tour Blanche est une tour centrale, l'ancien donjon, de la Tour de Londres. Elle a été construite par Guillaume le Conquérant.;Der White Tower ist der Keep des Towers of London. Der ab 1078 gebaute Turm ist mit einer Fläche von 32,5 Meter × 36 Meter der größte Turm der Festung.;;La Torre Blanca es una fortaleza en la colina de la torre en Londres, situado en la orilla norte del río Támesis. Fue construido como un símbolo de la ocupación de Inglaterra.;;;;;;;;;x
ct_londontower2_desc;The Tower of London is a significant castle on the Tower Hill in London, located on the north bank of the river Thames. ;La tour de Londres est une forteresse historique située sur la rive nord de la Tamise à Londres en Angleterre. La tour se trouve dans le district londonien de Tower Hamlets situé à l'est de la Cité de Londres dans un espace appelé Tower Hill. Sa construction commença vers la fin de l'année 1066 dans le cadre de la conquête normande de l’Angleterre.;Her Majesty’s Royal Palace and Fortress the Tower of London ist ein befestigter Gebäudekomplex entlang der Themse am südöstlichen Ende der City of London. Die Ringburg mit zwei Festungsringen diente den englischen und britischen Königen unter anderem als Residenz, Waffenkammer, Werkstatt, Lager, Zoo, Garnison, Museum, Münzprägestätte, Gefängnis, Archiv und Hinrichtungsstätte.;;La Torre de Londres, oficialmente el Palacio Real y Fortaleza de su Majestad, es un castillo histórico situado en la ribera norte del río Támesis en el centro de Londres, Inglaterra. Se encuentra dentro del distrito londinense de Tower Hamlets, separado del límite norte de la ciudad por un espacio abierto conocido como Tower Hill. Se fundó hacia finales de 1066 como parte de la conquista normanda de Inglaterra.;;;;;;;;;x
ct_londontower3_desc;The Tower of London is a significant castle on the Tower Hill in London, located on the north bank of the river Thames. ;La tour de Londres est une forteresse historique située sur la rive nord de la Tamise à Londres en Angleterre. La tour se trouve dans le district londonien de Tower Hamlets situé à l'est de la Cité de Londres dans un espace appelé Tower Hill. Sa construction commença vers la fin de l'année 1066 dans le cadre de la conquête normande de l’Angleterre.;Her Majesty’s Royal Palace and Fortress the Tower of London ist ein befestigter Gebäudekomplex entlang der Themse am südöstlichen Ende der City of London. Die Ringburg mit zwei Festungsringen diente den englischen und britischen Königen unter anderem als Residenz, Waffenkammer, Werkstatt, Lager, Zoo, Garnison, Museum, Münzprägestätte, Gefängnis, Archiv und Hinrichtungsstätte.;;La Torre de Londres, oficialmente el Palacio Real y Fortaleza de su Majestad, es un castillo histórico situado en la ribera norte del río Támesis en el centro de Londres, Inglaterra. Se encuentra dentro del distrito londinense de Tower Hamlets, separado del límite norte de la ciudad por un espacio abierto conocido como Tower Hill. Se fundó hacia finales de 1066 como parte de la conquista normanda de Inglaterra. ;;;;;;;;;x 
tb_hadrianwall_1;Restored Hadrian's Wall;Mur d'Hadrien Restauré;Restauriert Hadrianswall;;Restaurado el muro de Hadriano;;;;;;;;;x
ct_hadrianwall_1;Restored Hadrian's Wall;Mur d'Hadrien Restauré;Restauriert Hadrianswall;;Restaurado el muro de Hadriano;;;;;;;;;x
hadrianwall_desc;Hadrian's Wall was a defensive fortification in Roman Britain, begun during the rule of emperor Hadrian.;Le mur d'Hadrien est une fortification en pierre et en tourbe construite à partir de 122 après J.-C. par les Romains sur toute la largeur de l'Angleterre pour protéger le sud de l'île des attaques des tribus calédoniennes de l'actuelle Écosse.;Der Hadrianswall war ein römisches Grenzbefestigungssystem, das zwischen Newcastle und Solway Firth.;;El Muro o Muralla de Adriano es una antigua construcción defensiva de la isla de Britania, levantada entre los años 122-132 por orden del emperador romano Adriano para defender el territorio britano sometido.;;;;;;;;;x
tp_rome_circus_0;Ruins of the Circus Maximus;Ruines du Grand Cirque;Ruinen des Circus Maximus;;Circo Máximo;;;;;;;;;x
tp_rome_circus_1;Restored Circus Maximus;Grand Cirque;Circus Maximus;;Circo Máximo;;;;;;;;;x
