#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hypocritical;Hypocritical;;;;;;;;;;;;;x
craven;Craven;;;;;;;;;;;;;x
sentimental;Sentimental;;;;;;;;;;;;;x
fearful;Fearful;;;;;;;;;;;;;x
anxious;Anxious;;;;;;;;;;;;;x
vulnerable;Vulnerable;;;;;;;;;;;;;x
stable;Stable;;;;;;;;;;;;;x
selfassured;Self-Assured;;;;;;;;;;;;;x
independent;Independent;;;;;;;;;;;;;x
tough;Tough;;;;;;;;;;;;;x
brave;Brave;;;;;;;;;;;;;x
outgoing;Outgoing;;;;;;;;;;;;;x
lively;Lively;;;;;;;;;;;;;x
sociable;Sociable;;;;;;;;;;;;;x
talkative;Talkative;;;;;;;;;;;;;x
cheerful;Cheerful;;;;;;;;;;;;;x
passive;Passive;;;;;;;;;;;;;x
withdrawn;Withdrawn;;;;;;;;;;;;;x
introverted;Introverted;;;;;;;;;;;;;x
quiet;Quiet;;;;;;;;;;;;;x
reserved;Reserved;;;;;;;;;;;;;x
patient;Patient;;;;;;;;;;;;;x
tolerant;Tolerant;;;;;;;;;;;;;x
agreeable;Agreeable;;;;;;;;;;;;;x
mild;Mild;;;;;;;;;;;;;x
gentle;Gentle;;;;;;;;;;;;;x
illtempered;Ill-tempered;;;;;;;;;;;;;x
quarrelsome;Quarrelsome;;;;;;;;;;;;;x
stubborn;Stubborn;;;;;;;;;;;;;x
intolerant;Intolerant;;;;;;;;;;;;;x
wroth;Wroth;;;;;;;;;;;;;x
organized;Organized;;;;;;;;;;;;;x
diligent;Diligent;;;;;;;;;;;;;x
careful;Careful;;;;;;;;;;;;;x
thorough;Thorough;;;;;;;;;;;;;x
precise;Precise;;;;;;;;;;;;;x
sloppy;Sloppy;;;;;;;;;;;;;x
negligent;Negligent;;;;;;;;;;;;;x
reckless;Reckless;;;;;;;;;;;;;x
lazy;Lazy;;;;;;;;;;;;;x
irresponsible;Irresponsible;;;;;;;;;;;;;x
intellectual;Intellectual;;;;;;;;;;;;;x
creative;Creative;;;;;;;;;;;;;x
unconventional;Unconventional;;;;;;;;;;;;;x
innovative;Innovative;;;;;;;;;;;;;x
thoughtful;Thoughtful;;;;;;;;;;;;;x
shallow;Shallow;;;;;;;;;;;;;x
unimaginative;Unimaginative;;;;;;;;;;;;;x
conventional;Conventional;;;;;;;;;;;;;x
uninspired;Uninspired;;;;;;;;;;;;;x
simple;Simple;;;;;;;;;;;;;x
riding_1;Poor Rider;;;;;;;;;;;;;x
riding_2;Basic Rider;;;;;;;;;;;;;x
riding_3;Decent Rider;;;;;;;;;;;;;x
riding_4;Good Rider;;;;;;;;;;;;;x
riding_5;Excellent Rider;;;;;;;;;;;;;x
etiquette_1;Poor Etiquette;;;;;;;;;;;;;x
etiquette_2;Basic Etiquette;;;;;;;;;;;;;x
etiquette_3;Decent Etiquette;;;;;;;;;;;;;x
etiquette_4;Good Etiquette;;;;;;;;;;;;;x
etiquette_5;Excellent Etiquette;;;;;;;;;;;;;x
read_write_1;Barely Literate;;;;;;;;;;;;;x
read_write_2;Lettered;;;;;;;;;;;;;x
read_write_3;Well-Read;;;;;;;;;;;;;x
read_write_4;Educated;;;;;;;;;;;;;x
read_write_5;Highly Literate;;;;;;;;;;;;;x
mathematics_1;Poor Mathematical Knowledge;;;;;;;;;;;;;x
mathematics_2;Basic Mathematical Knowledge;;;;;;;;;;;;;x
mathematics_3;Decent Mathematical Knowledge;;;;;;;;;;;;;x
mathematics_4;Good Mathematical Knowledge;;;;;;;;;;;;;x
mathematics_5;Excellent Mathematical Knowledge;;;;;;;;;;;;;x
philosophy_1;Poor Philosophical Knowledge;;;;;;;;;;;;;x
philosophy_2;Basic Philosophical Knowledge;;;;;;;;;;;;;x
philosophy_3;Decent Philosophical Knowledge;;;;;;;;;;;;;x
philosophy_4;Good Philosophical Knowledge;;;;;;;;;;;;;x
philosophy_5;Excellent Philosophical Knowledge;;;;;;;;;;;;;x
law_1;Poor Law Knowledge;;;;;;;;;;;;;x
law_2;Basic Law Knowledge;;;;;;;;;;;;;x
law_3;Decent Law Knowledge;;;;;;;;;;;;;x
law_4;Good Law Knowledge;;;;;;;;;;;;;x
law_5;Excellent Law Knowledge;;;;;;;;;;;;;x
theology_1;Poor Theology Knowledge;;;;;;;;;;;;;x
theology_2;Basic Theology Knowledge;;;;;;;;;;;;;x
theology_3;Decent Theology Knowledge;;;;;;;;;;;;;x
theology_4;Good Theology Knowledge;;;;;;;;;;;;;x
theology_5;Excellent Theology Knowledge;;;;;;;;;;;;;x
martial_arts_western_1;Poor Fighter;;;;;;;;;;;;;x
martial_arts_western_2;Basic Fighter;;;;;;;;;;;;;x
martial_arts_western_3;Decent Fighter;;;;;;;;;;;;;x
martial_arts_western_4;Good Fighter;;;;;;;;;;;;;x
martial_arts_western_5;Excellent Fighter;;;;;;;;;;;;;x
martial_arts_roman_1;Poor Fighter;;;;;;;;;;;;;x
martial_arts_roman_2;Basic Fighter;;;;;;;;;;;;;x
martial_arts_roman_3;Decent Fighter;;;;;;;;;;;;;x
martial_arts_roman_4;Good Fighter;;;;;;;;;;;;;x
martial_arts_roman_5;Excellent Fighter;;;;;;;;;;;;;x
martial_arts_eastern_1;Poor Fighter;;;;;;;;;;;;;x
martial_arts_eastern_2;Basic Fighter;;;;;;;;;;;;;x
martial_arts_eastern_3;Decent Fighter;;;;;;;;;;;;;x
martial_arts_eastern_4;Good Fighter;;;;;;;;;;;;;x
martial_arts_eastern_5;Excellent Fighter;;;;;;;;;;;;;x
martial_arts_steppe_1;Poor Fighter;;;;;;;;;;;;;x
martial_arts_steppe_2;Basic Fighter;;;;;;;;;;;;;x
martial_arts_steppe_3;Decent Fighter;;;;;;;;;;;;;x
martial_arts_steppe_4;Good Fighter;;;;;;;;;;;;;x
martial_arts_steppe_5;Excellent Fighter;;;;;;;;;;;;;x
war_veteran_1;War Veteran;;;;;;;;;;;;;x
war_veteran_2;War Veteran;;;;;;;;;;;;;x
war_veteran_3;War Veteran;;;;;;;;;;;;;x
war_veteran_4;War Veteran;;;;;;;;;;;;;x
war_veteran_5;War Veteran;;;;;;;;;;;;;x
knight;Knight;;;;;;;;;;;;;x
musician;Musician;;;;;;;;;;;;;x
faithful_desc;This character is unwilling to manipulate others and renegate on his given word.;;;;;;;;;;;;;x
honest_desc;This character is unwilling to manipulate others and strive to tell the truth in all things.;;;;;;;;;;;;;x
sincere_desc;This character is unwilling to manipulate others and is not pretending or lying in his actions.;;;;;;;;;;;;;x
generous_desc;This character is unwilling to manipulate others and always willing to help others.;;;;;;;;;;;;;x
humble_desc;This character is unwilling to manipulate others and does not thinks too much of himself.;;;;;;;;;;;;;x
pretentious_desc;This character is feeling superior and entitled to privileges  and always trying to appear or sound more important than they are.;;;;;;;;;;;;;x
greedy_desc;This character is willing to gain by cheating or stealing others in order to obtain always more of what he wants.;;;;;;;;;;;;;x
inconstant_desc;This character is always changing mood or behaviour suddenly and unexpectedly.;;;;;;;;;;;;;x
deceitful_desc;This character will manipulate others and hide the truth from others.;;;;;;;;;;;;;x
hypocritical_desc;This character will manipulate others and feign belief or opinion in order to do so.;;;;;;;;;;;;;x
craven_desc;This character is strongly inclined to avoid physical  and emotional harm or confrontation.;;;;;;;;;;;;;x
sentimental_desc;This character is strongly inclined to feel strong emotional attachments and an empathic sensitivity to the feelings of others.;;;;;;;;;;;;;x
fearful_desc;This character has a tendency to experience high levels of fear.;;;;;;;;;;;;;x
anxious_desc;This character tends to become preoccupied even by relatively minor problems.;;;;;;;;;;;;;x
vulnerable_desc;This character want to share their difficulties with those who will provide encouragement and comfort.;;;;;;;;;;;;;x
stable_desc;This character does not need emotional support from others.;;;;;;;;;;;;;x
selfassured_desc;This character is able to deal with problems without any help or advice.;;;;;;;;;;;;;x
independent_desc;This character has a tendency not to feel strong emotional bonds with others.;;;;;;;;;;;;;x
tough_desc;This character has little fear of injury.;;;;;;;;;;;;;x
brave_desc;This character has no  fear of injury and a tendency to be insensitive to physical pain.;;;;;;;;;;;;;x
outgoing_desc;This character experiences positive feelings of enthusiasm and energy that he easily communicates to others.;;;;;;;;;;;;;x
lively_desc;This character enjoys social gatherings and interactions with others.;;;;;;;;;;;;;x
sociable_desc;This character enjoys conversation, social interaction, and parties.;;;;;;;;;;;;;x
talkative_desc;This character is willing to approach strangers and speak up within group settings.;;;;;;;;;;;;;x
cheerful_desc;This character usually experiences a sense of optimism and high spirits.;;;;;;;;;;;;;x
passive_desc;This character tends not to feel especially cheerful or dynamic.;;;;;;;;;;;;;x
withdrawn_desc;This character feels less lively and optimistic than others do.;;;;;;;;;;;;;x
introverted_desc;This character feels indifferent to social activities.;;;;;;;;;;;;;x
quiet_desc;This character feel shy or awkward in positions of leadership or when speaking in public.;;;;;;;;;;;;;x
reserved_desc;This character tends to have a sense of personal worthlessness and to see himself as unpopular.;;;;;;;;;;;;;x
patient_desc;This character has a high threshold for feeling or expressing anger.;;;;;;;;;;;;;x
tolerant_desc;This character is reluctant to judge others harshly.;;;;;;;;;;;;;x
agreeable_desc;This character avoids arguments and accommodate others' suggestions.;;;;;;;;;;;;;x
mild_desc;This character a tendency to be mild and lenient in dealings with other people.;;;;;;;;;;;;;x
gentle_desc;This character ;;;;;;;;;;;;;x
illtempered_desc;This character ;;;;;;;;;;;;;x
quarrelsome_desc;This character ;;;;;;;;;;;;;x
stubborn_desc;This character ;;;;;;;;;;;;;x
intolerant_desc;This character ;;;;;;;;;;;;;x
wroth_desc;This character ;;;;;;;;;;;;;x
organized_desc;This character ;;;;;;;;;;;;;x
diligent_desc;This character ;;;;;;;;;;;;;x
careful_desc;This character ;;;;;;;;;;;;;x
thorough_desc;This character ;;;;;;;;;;;;;x
precise_desc;This character ;;;;;;;;;;;;;x
sloppy_desc;This character ;;;;;;;;;;;;;x
negligent_desc;This character ;;;;;;;;;;;;;x
reckless_desc;This character ;;;;;;;;;;;;;x
lazy_desc;This character ;;;;;;;;;;;;;x
irresponsible_desc;This character ;;;;;;;;;;;;;x
intellectual_desc;This character ;;;;;;;;;;;;;x
creative_desc;This character ;;;;;;;;;;;;;x
unconventional_desc;This character ;;;;;;;;;;;;;x
innovative_desc;This character ;;;;;;;;;;;;;x
thoughtful_desc;This character ;;;;;;;;;;;;;x
shallow_desc;This character ;;;;;;;;;;;;;x
unimaginative_desc;This character ;;;;;;;;;;;;;x
conventional_desc;This character ;;;;;;;;;;;;;x
uninspired_desc;This character ;;;;;;;;;;;;;x
simple_desc;This character ;;;;;;;;;;;;;x
riding_1_desc;This character ;;;;;;;;;;;;;x
riding_2_desc;This character ;;;;;;;;;;;;;x
riding_3_desc;This character ;;;;;;;;;;;;;x
riding_4_desc;This character ;;;;;;;;;;;;;x
riding_5_desc;This character ;;;;;;;;;;;;;x
etiquette_1_desc;This character has basic manners but is learning the ropes. ;;;;;;;;;;;;;x
etiquette_2_desc;This character's manners is mocked by others as he keeps making basic etiquette mistakes.;;;;;;;;;;;;;x
etiquette_3_desc;This character is an effective courtier with decent manners.;;;;;;;;;;;;;x
etiquette_4_desc;This character is an excellent diplomat, impressing dignitaries with elegant talks and manners.;;;;;;;;;;;;;x
etiquette_5_desc;This character has fully mastered the art of diplomacy and good manners.;;;;;;;;;;;;;x
read_write_1_desc;This character ;;;;;;;;;;;;;x
read_write_2_desc;This character ;;;;;;;;;;;;;x
read_write_3_desc;This character ;;;;;;;;;;;;;x
read_write_4_desc;This character ;;;;;;;;;;;;;x
read_write_5_desc;This character ;;;;;;;;;;;;;x
mathematics_1_desc;This character ;;;;;;;;;;;;;x
mathematics_2_desc;This character ;;;;;;;;;;;;;x
mathematics_3_desc;This character ;;;;;;;;;;;;;x
mathematics_4_desc;This character ;;;;;;;;;;;;;x
mathematics_5_desc;This character ;;;;;;;;;;;;;x
philosophy_1_desc;This character ;;;;;;;;;;;;;x
philosophy_2_desc;This character ;;;;;;;;;;;;;x
philosophy_3_desc;This character ;;;;;;;;;;;;;x
philosophy_4_desc;This character ;;;;;;;;;;;;;x
philosophy_5_desc;This character ;;;;;;;;;;;;;x
law_1_desc;This character ;;;;;;;;;;;;;x
law_2_desc;This character ;;;;;;;;;;;;;x
law_3_desc;This character ;;;;;;;;;;;;;x
law_4_desc;This character ;;;;;;;;;;;;;x
law_5_desc;This character ;;;;;;;;;;;;;x
theology_1_desc;This character ;;;;;;;;;;;;;x
theology_2_desc;This character ;;;;;;;;;;;;;x
theology_3_desc;This character ;;;;;;;;;;;;;x
theology_4_desc;This character ;;;;;;;;;;;;;x
theology_5_desc;This character has an intricate knowledge of the tenets of the Scriptures and their interpretations.;;;;;;;;;;;;;x
martial_arts_western_1_desc;This character ;;;;;;;;;;;;;x
martial_arts_western_2_desc;This character ;;;;;;;;;;;;;x
martial_arts_western_3_desc;This character ;;;;;;;;;;;;;x
martial_arts_western_4_desc;This character ;;;;;;;;;;;;;x
martial_arts_western_5_desc;This character ;;;;;;;;;;;;;x
martial_arts_roman_1_desc;This character ;;;;;;;;;;;;;x
martial_arts_roman_2_desc;This character ;;;;;;;;;;;;;x
martial_arts_roman_3_desc;This character ;;;;;;;;;;;;;x
martial_arts_roman_4_desc;This character ;;;;;;;;;;;;;x
martial_arts_roman_5_desc;This character ;;;;;;;;;;;;;x
martial_arts_eastern_1_desc;This character ;;;;;;;;;;;;;x
martial_arts_eastern_2_desc;This character ;;;;;;;;;;;;;x
martial_arts_eastern_3_desc;This character ;;;;;;;;;;;;;x
martial_arts_eastern_4_desc;This character ;;;;;;;;;;;;;x
martial_arts_eastern_5_desc;This character ;;;;;;;;;;;;;x
martial_arts_steppe_1_desc;This character ;;;;;;;;;;;;;x
martial_arts_steppe_2_desc;This character ;;;;;;;;;;;;;x
martial_arts_steppe_3_desc;This character ;;;;;;;;;;;;;x
martial_arts_steppe_4_desc;This character ;;;;;;;;;;;;;x
martial_arts_steppe_5_desc;This character ;;;;;;;;;;;;;x
war_veteran_1_desc;This character ;;;;;;;;;;;;;x
war_veteran_2_desc;This character ;;;;;;;;;;;;;x
war_veteran_3_desc;This character ;;;;;;;;;;;;;x
war_veteran_4_desc;This character ;;;;;;;;;;;;;x
war_veteran_5_desc;This character ;;;;;;;;;;;;;x
knight_desc;This character ;;;;;;;;;;;;;x
musician_desc;This character ;;;;;;;;;;;;;x
hexaco_personality_value_honesty_humility;Honesty-Humility Scale;;;;;;;;;;;;;x
hexaco_personality_value_emotionality;Emotionality Scale;;;;;;;;;;;;;x
hexaco_personality_value_extraversion;Extraversion Scale;;;;;;;;;;;;;x
hexaco_personality_value_agreeableness;Agreeableness Scale;;;;;;;;;;;;;x
hexaco_personality_value_conscientiousness;Conscientiousness Scale;;;;;;;;;;;;;x
hexaco_personality_value_openness_to_experience;Openness to Experience Scale;;;;;;;;;;;;;x
hexaco_personality_value_honesty_humility_positive_tt;This will have a positive effect towards your Honesty-Humility Scale;;;;;;;;;;;;;x
hexaco_personality_value_emotionality_positive_tt;This will have a positive effect towards your Emotionality Scale;;;;;;;;;;;;;x
hexaco_personality_value_extraversion_positive_tt;This will have a positive effect towards your Extraversion Scale;;;;;;;;;;;;;x
hexaco_personality_value_agreeableness_positive_tt;This will have a positive effect towards your Agreeableness Scale;;;;;;;;;;;;;x
hexaco_personality_value_conscientiousness_positive_tt;This will have a positive effect towards your Conscientiousness Scale;;;;;;;;;;;;;x
hexaco_personality_value_openness_to_experience_positive_tt;This will have a positive effect towards your Openness to Experience Scale;;;;;;;;;;;;;x
hexaco_personality_value_honesty_humility_negative_tt;This will have a negative effect towards your Honesty-Humility Scale;;;;;;;;;;;;;x
hexaco_personality_value_emotionality_negative_tt;This will have a negative effect towards your Emotionality Scale;;;;;;;;;;;;;x
hexaco_personality_value_extraversion_negative_tt;This will have a negative effect towards your Extraversion Scale;;;;;;;;;;;;;x
hexaco_personality_value_agreeableness_negative_tt;This will have a negative effect towards your Agreeableness Scale;;;;;;;;;;;;;x
hexaco_personality_value_conscientiousness_negative_tt;This will have a negative effect towards your Conscientiousness Scale;;;;;;;;;;;;;x
hexaco_personality_value_openness_to_experience_negative_tt;This will have a negative effect towards your Openness to Experience Scale;;;;;;;;;;;;;x
