#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;
########################################;;;;;;;;;;;;;;
#New provinces;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
PROV994;Druck;;;;;;;;;;;;;x
PROV995;Gomel;;;;;;;;;;;;;x
#PROV996;Wislica;;;;;;;;;;;;;x
PROV997;Nalshia;;;;;;;;;;;;;x
#PROV998;Voigtland;;;;;;;;;;;;;x
#PROV999;Legnica;;;;;;;;;;;;;x
PROV1000;Srem;;;;;;;;;;;;;x
PROV1001;Zavrsje;;;;;;;;;;;;;x
PROV1002;Donji Kraji;;;;;;;;;;;;;x
PROV1003;Primorje;;;;;;;;;;;;;x
PROV1004;Požega;;;;;;;;;;;;;x
PROV1005;Zaránd;;;;;;;;;;;;;x
PROV1006;Krassó;;;;;;;;;;;;;x
#PROV1007;Katzenelbogen;;;;;;;;;;;;;x
#PROV1008;Zweibrücken;;;;;;;;;;;;;x
#PROV1009;Mark;;;;;;;;;;;;;x
PROV1010;Sunnmœri;;;;;;;;;;;;;x
PROV1011;Arbër;;;;;;;;;;;;;x
PROV1012;Hvosno;;;;;;;;;;;;;x
PROV1013;Aulona;;;;;;;;;;;;;x
#PROV1014;Kérkyra;Kérkyra;Kérkyra;;Kérkyra;;;;;x;;;;
PROV1015;Skopje;;;;;;;;;;;;;x
PROV1016;Traianoupolis;;;;;;;;;;;;;x
#PROV1017;Hamaland;;;;;;;;;;;;;x
#PROV1018;Vianden;;;;;;;;;;;;;x
#PROV1019;Brussel;;;;;;;;;;;;;x
#PROV1020;Schaumburg;;;;;;;;;;;;;x
#PROV1021;Arlon;;;;;;;;;;;;;x
#PROV1022;Valenciennes;;;;;;;;;;;;;x
PROV1023;An Nafud;;;;;;;;;;;;;x
#PROV1024;Cambrai;;;;;;;;;;;;;x
#PROV1025;Stade;;;;;;;;;;;;;x
#PROV1026;Aachen;;;;;;;;;;;;;x
PROV1027;Væstær Syaland;;;;;;;;;;;;;x
#PROV1028;Mousson;;;;;;;;;;;;;x
#PROV1029;Teck;;;;;;;;;;;;;x
#PROV1030;Calw;;;;;;;;;;;;;x
#PROV1031;Zollern;;;;;;;;;;;;;x
#PROV1032;Öettingen;;;;;;;;;;;;;x
#PROV1033;Leuchtenberg;;;;;;;;;;;;;x
#PROV1034;Helfenstein;;;;;;;;;;;;;x
#PROV1035;Hohenloe;;;;;;;;;;;;;x
#PROV1036;Montbéliard;;;;;;;;;;;;;x
#PROV1037;Basel;;;;;;;;;;;;;x
#PROV1038;Gruyére;;;;;;;;;;;;;x
#PROV1039;Amous;;;;;;;;;;;;;x
#PROV1040;Chablais;;;;;;;;;;;;;x
PROV1041;Grand Erg;;;;;;;;;;;;;x
#PROV1042;Bresse;;;;;;;;;;;;;x
PROV1043;Laland;;;;;;;;;;;;;x
#PROV1044;Saarwerden;;;;;;;;;;;;;x
#PROV1045;Portois;;;;;;;;;;;;;x
#PROV1046;Novara;Novara;Novara;;Novara;;;;;x;;;;
#PROV1047;Arle;;;;;;;;;;;;;x
#PROV1048;Graisivaudan;;;;;;;;;;;;;x
#PROV1049;Gapençais;;;;;;;;;;;;;x
PROV1050;Norðurland;;;;;;;;;;;;;x
PROV1051;Wændlesysæl;;;;;;;;;;;;;x
PROV1052;Harthæsysæl;;;;;;;;;;;;;x
#PROV1053;Dannenberg;;;;;;;;;;;;;x
#PROV1054;Henneberg;;;;;;;;;;;;;x
#PROV1055;Inowroclaw;;;;;;;;;;;;;x
#PROV1056;Namur;;;;;;;;;;;;;x
#PROV1057;Limburg;;;;;;;;;;;;;x
#PROV1058;Zutphen;;;;;;;;;;;;;x
#PROV1059;Oversticht;;;;;;;;;;;;;x
#PROV1060;La Roche;;;;;;;;;;;;;x
#PROV1061;Chiny;;;;;;;;;;;;;x
#PROV1062;Sponheim;;;;;;;;;;;;;x
#PROV1063;Berg;;;;;;;;;;;;;x
#PROV1064;Niederlausitz;;;;;;;;;;;;;x
#PROV1065;Dithmarschen;;;;;;;;;;;;;x
#PROV1066;Wagrien;;;;;;;;;;;;;x
PROV1067;Firðafylki;;;;;;;;;;;;;x
PROV1068;Rìga;;;;;;;;;;;;;x
PROV1069;Leukousía;;;;;;;;;;;;;x
#PROV1070;Vithynion;Vithynion;Vithynion;;Vithynion;;;;;x;;;;
PROV1071;Skara;;;;;;;;;;;;;x
PROV1072;Fjädrundaland;;;;;;;;;;;;;x
PROV1073;Attundaland;;;;;;;;;;;;;x
#PROV1074;Magdeburg;;;;;;;;;;;;;x
#PROV1075;Wittenberg;;;;;;;;;;;;;x
#PROV1076;Blankenburg;;;;;;;;;;;;;x
#PROV1077;Brehna;;;;;;;;;;;;;x
#PROV1078;Schwartzburg;;;;;;;;;;;;;x
#PROV1079;Tecklenburg;;;;;;;;;;;;;x
PROV1080;Lori;;;;;;;;;;;;;x
PROV1081;Odishi;;;;;;;;;;;;;x
PROV1082;Hereti;;;;;;;;;;;;;x
PROV1083;Baghk;;;;;;;;;;;;;x
PROV1084;Utik;;;;;;;;;;;;;x
PROV1085;Artsakh;;;;;;;;;;;;;x
PROV1086;Jiket'i;;;;;;;;;;;;;x
PROV1087;Klarjeti;;;;;;;;;;;;;x
PROV1088;Vanand;;;;;;;;;;;;;x
PROV1089;Simsir;;;;;;;;;;;;;x
PROV1090;Tusheti;;;;;;;;;;;;;x
PROV1091;Svaneti;;;;;;;;;;;;;x
PROV1092;Shirvan;;;;;;;;;;;;;x
PROV1093;Racha;;;;;;;;;;;;;x
PROV1094;Rstunik;;;;;;;;;;;;;x
PROV1095;Goghtn;;;;;;;;;;;;;x
PROV1096;Sarir;;;;;;;;;;;;;x
PROV1097;Ašmušat;;;;;;;;;;;;;x
#PROV1098;Lauenburg;;;;;;;;;;;;;x
PROV1099;Guðbrandzdalar;;;;;;;;;;;;;x
PROV1100;Raumríkí;;;;;;;;;;;;;x
PROV1127;Macva;;;;;;;;;;;;;x
PROV1144;Østær Skane;;;;;;;;;;;;;x
PROV1146;Iasi;;;;;;;;;;;;;x
PROV1147;Bacau;;;;;;;;;;;;;x
PROV1148;Targu Jiu;TarguJiu;TarguJiu;;TarguJiu;;;;;;;;;x
PROV1149;Buzau;;;;;;;;;;;;;x
PROV1150;Bars;;;;;;;;;;;;;x
PROV1151;Komárom;;;;;;;;;;;;;x
PROV1152;Békés;;;;;;;;;;;;;x
PROV1153;Zemplén;;;;;;;;;;;;;x
PROV1154;Szepes;;;;;;;;;;;;;x
PROV1155;Hont;;;;;;;;;;;;;x
PROV1156;Velay;;;;;;;;;;;;;x
PROV1157;Comminges;;;;;;;;;;;;;x
PROV1158;Manazkert;;;;;;;;;;;;;x
PROV1159;Auxois;;;;;;;;;;;;;x
PROV1160;Sancerre;;;;;;;;;;;;;x
PROV1161;Ventadour;;;;;;;;;;;;;x
PROV1162;Réthel;;;;;;;;;;;;;x
PROV1163;Perche;;;;;;;;;;;;;x
PROV1164;Tonnerre;;;;;;;;;;;;;x
PROV1165;Langres;;;;;;;;;;;;;x
PROV1166;Meaux;;;;;;;;;;;;;x
PROV1167;Albi;;;;;;;;;;;;;x
PROV1168;Béziers;;;;;;;;;;;;;x
PROV1169;Beauvais;;;;;;;;;;;;;x
PROV1170;Ponthieu;;;;;;;;;;;;;x
PROV1171;Alençon;;;;;;;;;;;;;x
PROV1172;Bayeux;;;;;;;;;;;;;x
PROV1173;Cherbourg;;;;;;;;;;;;;x
PROV1174;Dreux;;;;;;;;;;;;;x
PROV1175;Porhoët;;;;;;;;;;;;;x
PROV1176;Valois;;;;;;;;;;;;;x
PROV1177;Vexin Français;;;;;;;;;;;;;x
PROV1178;Yarkand;;;;;;;;;;;;;x
PROV1179;Rijsel;;;;;;;;;;;;;x
PROV1180;Saint-Pol;;;;;;;;;;;;;x
PROV1181;Porcien;;;;;;;;;;;;;x
PROV1182;Utland;;;;;;;;;;;;;x
PROV1183;Ynys Môn;;;;;;;;;;;;;x
#PROV1184;Eppenstein;;;;;;;;;;;;;x
PROV1185;Vertus;;;;;;;;;;;;;x
PROV1186;Chateaudun;;;;;;;;;;;;;x
PROV1187;Bigorre;;;;;;;;;;;;;x
PROV1188;Quercy;;;;;;;;;;;;;x
PROV1189;Gâtinais;;;;;;;;;;;;;x
PROV1190;Lugo;;;;;;;;;;;;;x
PROV1191;Lemos;;;;;;;;;;;;;x
PROV1192;Jaén;;;;;;;;;;;;;x
PROV1193;Toro;;;;;;;;;;;;;x
PROV1194;Ledesma;;;;;;;;;;;;;x
PROV1195;Tomar;;;;;;;;;;;;;x
PROV1196;Palencia;;;;;;;;;;;;;x
PROV1197;Medina del Campo;;;;;;;;;;;;;x
PROV1198;Ávila;;;;;;;;;;;;;x
PROV1199;Segovia;;;;;;;;;;;;;x
PROV1200;Setúbal;;;;;;;;;;;;;x
PROV1201;Guadalajara;;;;;;;;;;;;;x
PROV1202;Álava;;;;;;;;;;;;;x
PROV1203;Guipúzcoa;;;;;;;;;;;;;x
PROV1204;Tudela;;;;;;;;;;;;;x
PROV1205;Sobrarbe;;;;;;;;;;;;;x
PROV1206;Ribagorza;;;;;;;;;;;;;x
PROV1207;Huesca;;;;;;;;;;;;;x
PROV1208;Teruel;;;;;;;;;;;;;x
PROV1209;Caspe;;;;;;;;;;;;;x
PROV1210;Girona;;;;;;;;;;;;;x
PROV1211;Beja;;;;;;;;;;;;;x
PROV1212;Braga;;;;;;;;;;;;;x
PROV1213;Viseu;;;;;;;;;;;;;x
PROV1214;Trancoso;;;;;;;;;;;;;x
PROV1215;Leiria;;;;;;;;;;;;;x
PROV1216;Alcaraz;;;;;;;;;;;;;x
PROV1217;Logroño;;;;;;;;;;;;;x
#PROV1218;Sebasteia;Sebasteia;Sebasteia;;Sebasteia;;;;;x;;;;
#PROV1219;Laranda;Laranda;Laranda;;Laranda;;;;;x;;;;
PROV1220;Kaisun;;;;;;;;;;;;;x
#PROV1221;Anemourion;Anemourion;Anemourion;;Anemourion;;;;;x;;;;
#PROV1222;;;;;;;;;;x;;;;
PROV1223;Ghadamés;;;;;;;;;;;;;x
#PROV1224;;;;;;;;;;x;;;;
PROV1225;Agadez;;;;;;;;;;;;;x
PROV1226;Ghat;;;;;;;;;;;;;x
PROV1227;Kawar;Kaouar;;;;;;;;;;;;x
#PROV1228;;;;;;;;;;x;;;;
PROV1229;Uri;;;;;;;;;;;;;x
PROV1230;Qurta;;;;;;;;;;;;;x
#PROV1231;;;;;;;;;;x;;;;
PROV1232;Ayrarat;;;;;;;;;;;;;x
#PROV1233;Tanzeruft Desert;Désert Tanzerouft;Tanzeruft Desert;;Tanzerouft;;;;;x;;;;
#PROV1234;Ténéré;Ténéré;Ténéré;;Ténéré;;;;;x;;;;
PROV1235;Koufra;;;;;;;;;;;;;x
PROV1236;Hazart;;;;;;;;;;;;;x
PROV1237;Masyaf;;;;;;;;;;;;;x
PROV1238;Harran;;;;;;;;;;;;;x
PROV1239;Mardin;;;;;;;;;;;;;x
PROV1240;Manbij;;;;;;;;;;;;;x
#PROV1241;Badiyat ash-sham;Badiyat ash-sham;Badiyat ash-sham;;Badiyat ash-sham;;;;;x;;;;
PROV1242;Salamiyah;;;;;;;;;;;;;x
PROV1243;Kafr-Tab;;;;;;;;;;;;;x
PROV1244;Monferrand;;;;;;;;;;;;;x
PROV1245;Gibelet;;;;;;;;;;;;;x
PROV1246;Aunis;;;;;;;;;;;;;x
#PROV1247;Görz;;;;;;;;;;;;;x
PROV1248;Schaunberg;;;;;;;;;;;;;x
PROV1249;Nimes;;;;;;;;;;;;;x
PROV1250;Milau;;;;;;;;;;;;;x
PROV1251;Carlat;;;;;;;;;;;;;x
#PROV1252;Valentinois;;;;;;;;;;;;;x
PROV1253;Marsan;;;;;;;;;;;;;x
PROV1254;Kawkaban;;;;;;;;;;;;;x
PROV1255;Dauphin d'Auvergne;;;;;;;;;;;;;x
PROV1256;Mortain;;;;;;;;;;;;;x
PROV1257;Innriþrœndalóg;;;;;;;;;;;;;x
PROV1258;Suðurland;;;;;;;;;;;;;x
#PROV1259;Placeholder;Placeholder;Placeholder;;Placeholder;;;;;x;;;;
PROV1260;Caesarea;;;;;;;;;;;;;x
#PROV1261;Archelais;Archelais;Archelais;;Archelais;;;;;x;;;;
PROV1262;South Sahara;;;;;;;;;;;;;x
#PROV1263;Opava;;;;;;;;;;;;;x
#PROV1264;Kuenring;;;;;;;;;;;;;x
#PROV1265;Zatec;;;;;;;;;;;;;x
#PROV1266;An Nafud;An Nafud;An Nafud;;An Nafud;;;;;x;;;;
#PROV1267;Mansfeld;;;;;;;;;;;;;x
PROV1268;Koporje;;;;;;;;;;;;;x
PROV1269;Rusa;;;;;;;;;;;;;x
PROV1270;Porhov;;;;;;;;;;;;;x
PROV1271;Ustyug Zhelezny;;;;;;;;;;;;;x
PROV1272;Volokolamsk;;;;;;;;;;;;;x
PROV1273;Kadom;;;;;;;;;;;;;x
PROV1274;Kozel'sk;;;;;;;;;;;;;x
PROV1275;Novosil;;;;;;;;;;;;;x
PROV1276;Tarusa;;;;;;;;;;;;;x
PROV1277;Karachev;;;;;;;;;;;;;x
PROV1278;Sygnafylki;;;;;;;;;;;;;x
PROV1279;Zhytomyr;;;;;;;;;;;;;x
PROV1280;Ovruch;;;;;;;;;;;;;x
PROV1281;Romen;;;;;;;;;;;;;x
PROV1282;Charpete;;;;;;;;;;;;;x
PROV1283;Yanbu;;;;;;;;;;;;;x
PROV1284;Dorogobuž;;;;;;;;;;;;;x
PROV1285;Luck;;;;;;;;;;;;;x
PROV1286;Tanezrouft;;;;;;;;;;;;;x
PROV1287;Mologa;;;;;;;;;;;;;x
PROV1288;Lukoml;;;;;;;;;;;;;x
PROV1289;Raumsdalr;;;;;;;;;;;;;x
#PROV1290;Sepiro;Sepiro;Sepiro;;Sepiro;;;;;x;;;;
PROV1291;Bribir;;;;;;;;;;;;;x
PROV1292;Kursk;;;;;;;;;;;;;x
PROV1293;Rilsk;;;;;;;;;;;;;x
PROV1294;Sluck;;;;;;;;;;;;;x
PROV1295;Korcula;;;;;;;;;;;;;x
PROV1296;Viipuri;;;;;;;;;;;;;x
PROV1297;Pomesania;;;;;;;;;;;;;x
PROV1298;Pogesania;;;;;;;;;;;;;x
PROV1299;Bartia;;;;;;;;;;;;;x
PROV1300;Nadruvia;;;;;;;;;;;;;x
#PROV1301;Schlochau;;;;;;;;;;;;;x
#PROV1302;Santok;;;;;;;;;;;;;x
#PROV1303;Neumark;;;;;;;;;;;;;x
PROV1304;Syndræ Syaland;;;;;;;;;;;;;x
PROV1305;Asmena;;;;;;;;;;;;;x
PROV1306;Izjaslavl';;;;;;;;;;;;;x
PROV1307;Bandava;;;;;;;;;;;;;x
PROV1308;Duvzare;;;;;;;;;;;;;x
PROV1309;Vaiga;;;;;;;;;;;;;x
PROV1310;Nørræ Skane;;;;;;;;;;;;;x
PROV1311;Finnveden;;;;;;;;;;;;;x
PROV1312;Modruš;;;;;;;;;;;;;x
#PROV1313;Belgard;;;;;;;;;;;;;x
#PROV1314;Rawa;;;;;;;;;;;;;x
#PROV1315;Leczyca;;;;;;;;;;;;;x
#PROV1317;Celje;;;;;;;;;;;;;x
PROV1319;Say;;;;;;;;;;;;;x
PROV1320;Tahoua;;;;;;;;;;;;;x
PROV1321;Gobir;;;;;;;;;;;;;x
PROV1322;Kebbi;;;;;;;;;;;;;x
PROV1323;Zamfara;;;;;;;;;;;;;x
PROV1324;Yauri;;;;;;;;;;;;;x
#PROV1325;;;;;;;;;;x;;;;
PROV1326;Katsina;;;;;;;;;;;;;x
#PROV1327;;;;;;;;;;x;;;;
PROV1328;Kano;;;;;;;;;;;;;x
PROV1329;Kanem;;;;;;;;;;;;;x
PROV1330;Omis;;;;;;;;;;;;;x
PROV1331;Bilbays;;;;;;;;;;;;;x
#PROV1332;Placeholder;Placeholder;Placeholder;;Placeholder;;;;;x;;;;
PROV1333;Barcaság;;;;;;;;;;;;;x
PROV1334;Fayyum;Fayyoum;;;;;;;;;;;;x
PROV1335;Itfih;;;;;;;;;;;;;x
PROV1336;Bahnasa;;;;;;;;;;;;;x
PROV1337;Manfalut;Manfalout;;;;;;;;;;;;x
PROV1338;Eastern Desert;Désert Oriental;OstDesert;;Desierto del Este;;;;;;;;;x
PROV1339;Ikhmin;;;;;;;;;;;;;x
PROV1340;Qus;Qous;;;;;;;;;;;;x
PROV1341;Khárija;Kharidja;;;;;;;;;;;;x
PROV1342;Dákhila;;;;;;;;;;;;;x
PROV1343;Bahriyya;;;;;;;;;;;;;x
#PROV1344;;;;;;;;;;x;;;;
PROV1345;Adjadabiya;;;;;;;;;;;;;x
#PROV1346;;;;;;;;;;x;;;;
#PROV1347;;;;;;;;;;x;;;;
PROV1348;Rúdbár;;;;;;;;;;;;;x
PROV1349;Jafára;;;;;;;;;;;;;x
PROV1350;Samtskhe;;;;;;;;;;;;;x
PROV1351;Nafzawa;;;;;;;;;;;;;x
PROV1352;Qashtiliya;;;;;;;;;;;;;x
PROV1353;Sfax;;;;;;;;;;;;;x
PROV1354;Tabassa;;;;;;;;;;;;;x
PROV1355;Kabylia;;;;;;;;;;;;;x
PROV1356;Arigh;;;;;;;;;;;;;x
PROV1357;Tbilisi;;;;;;;;;;;;;x
PROV1358;Tádlá;;;;;;;;;;;;;x
PROV1359;Artaani;;;;;;;;;;;;;x
PROV1360;Nakúr;;;;;;;;;;;;;x
PROV1361;Sala;;;;;;;;;;;;;x
PROV1362;Tinghir;;;;;;;;;;;;;x
PROV1363;Draa;;;;;;;;;;;;;x
PROV1364;Tindouf;;;;;;;;;;;;;x
PROV1365;Tenerife;;;;;;;;;;;;;x
PROV1366;Tassarahla;;;;;;;;;;;;;x
PROV1367;Thar Desert;;;;;;;;;;;;;x
PROV1368;Amatlus;;;;;;;;;;;;;x
PROV1369;Tagant;;;;;;;;;;;;;x
PROV1370;Masin;;;;;;;;;;;;;x
PROV1371;Takrur;;;;;;;;;;;;;x
PROV1372;Silla;;;;;;;;;;;;;x
PROV1373;Diafanu;;;;;;;;;;;;;x
PROV1374;Kingui;;;;;;;;;;;;;x
PROV1375;Soso;;;;;;;;;;;;;x
PROV1376;Awgham;Aougham;;;;;;;;;;;;x
PROV1377;Mema;;;;;;;;;;;;;x
PROV1378;Massina;;;;;;;;;;;;;x
PROV1379;Jolof;;;;;;;;;;;;;x
PROV1380;Traungau;;;;;;;;;;;;;x
PROV1381;Galam;;;;;;;;;;;;;x
PROV1382;Cayor;;;;;;;;;;;;;x
PROV1383;Malal;;;;;;;;;;;;;x
PROV1384;Bure;;;;;;;;;;;;;x
PROV1385;Kankan;;;;;;;;;;;;;x
PROV1386;Kita;;;;;;;;;;;;;x
PROV1387;Sibiridugu;;;;;;;;;;;;;x
PROV1388;Sikasso;;;;;;;;;;;;;x
PROV1389;Kala;;;;;;;;;;;;;x
PROV1390;Bingugu;;;;;;;;;;;;;x
PROV1391;Ténéré;;;;;;;;;;;;;x
PROV1392;Wargla;;;;;;;;;;;;;x
PROV1393;Risiom;;;;;;;;;;;;;x
PROV1394;Tessalit;;;;;;;;;;;;;x
PROV1395;Wallen;Ouallen;;;;;;;;;;;;x
PROV1396;Tuat;;;;;;;;;;;;;x
PROV1397;El Golea;;;;;;;;;;;;;x
PROV1398;Nafusa;;;;;;;;;;;;;x
PROV1399;Waddan;;;;;;;;;;;;;x
PROV1400;Jado;;;;;;;;;;;;;x
PROV1401;Ain Azawa;;;;;;;;;;;;;x
PROV1402;Janet;;;;;;;;;;;;;x
PROV1403;Hoggar;;;;;;;;;;;;;x
PROV1404;Jarma;;;;;;;;;;;;;x
PROV1405;Zawila;Zaouila;;;;;;;;;;;;x
PROV1406;Gherma;;;;;;;;;;;;;x
PROV1407;Javakheti;;;;;;;;;;;;;x
#PROV1408;Kraiburg;;;;;;;;;;;;;x
PROV1409;Stafford;;;;;;;;;;;;;x
PROV1410;Hertford;;;;;;;;;;;;;x
PROV1411;Cambridge;;;;;;;;;;;;;x
PROV1412;Huntingdon;;;;;;;;;;;;;x
PROV1413;Rutland;;;;;;;;;;;;;x
PROV1414;Nottingham;;;;;;;;;;;;;x
PROV1415;The North Riding;;;;;;;;;;;;;x
PROV1416;The East Riding;;;;;;;;;;;;;x
#PROV1417;Windische Mark;;;;;;;;;;;;;x
PROV1418;Channel Isles;;;;;;;;;;;;;x
PROV1419;Muile;;;;;;;;;;;;;x
PROV1420;Ile;;;;;;;;;;;;;x
PROV1421;Kintyre;;;;;;;;;;;;;x
PROV1422;Bod;;;;;;;;;;;;;x
PROV1423;Obar Dheathain;;;;;;;;;;;;;x
PROV1424;Cinn Chardainn;;;;;;;;;;;;;x
PROV1425;Inbhir Nis;;;;;;;;;;;;;x
PROV1426;Leodhas;;;;;;;;;;;;;x
PROV1427;Uibhist;;;;;;;;;;;;;x
PROV1428;Thiobraid Arann;;;;;;;;;;;;;x
PROV1429;Luimnigh;;;;;;;;;;;;;x
PROV1430;Corcaigh;;;;;;;;;;;;;x
PROV1431;Cataibh;;;;;;;;;;;;;x
PROV1432;Chill Mhantain;;;;;;;;;;;;;x
PROV1433;Tethbae;;;;;;;;;;;;;x
PROV1434;Uibh Fhaili;;;;;;;;;;;;;x
PROV1435;Hy Many;;;;;;;;;;;;;x
PROV1436;Chabhain;;;;;;;;;;;;;x
PROV1437;Lake Neuchâtel;;;;;;;;;;;;;x
PROV1438;Lake Lucerne;;;;;;;;;;;;;x
PROV1439;Lake Zurich;;;;;;;;;;;;;x
PROV1440;Øyern;;;;;;;;;;;;;x
PROV1441;Lago de Garda;;;;;;;;;;;;;x
PROV1442;Lago de Iseo;;;;;;;;;;;;;x
PROV1443;Lago de Como;;;;;;;;;;;;;x
PROV1444;Lago de Lugano;;;;;;;;;;;;;x
PROV1445;Lago de Maggiore;;;;;;;;;;;;;x
PROV1446;Lake Ioannina;;;;;;;;;;;;;x
PROV1447;Lake Trichonida;;;;;;;;;;;;;x
PROV1448;Lake Volvi;;;;;;;;;;;;;x
PROV1449;Lake Koronia;;;;;;;;;;;;;x
PROV1450;Lake Iznik;;;;;;;;;;;;;x
PROV1451;Lake Kus;;;;;;;;;;;;;x
PROV1452;Lake Ulubat;;;;;;;;;;;;;x
PROV1453;Lake Bafa;;;;;;;;;;;;;x
PROV1454;Lake Acigöl;;;;;;;;;;;;;x
PROV1455;Lake Burdur;;;;;;;;;;;;;x
PROV1456;Lake Egirdir;;;;;;;;;;;;;x
PROV1457;Lake Beysehir;;;;;;;;;;;;;x
PROV1458;Lake Tuz;;;;;;;;;;;;;x
PROV1459;Lake Tana;;;;;;;;;;;;;x
PROV1460;Lake Ghoubet;;;;;;;;;;;;;x
PROV1461;Lake Assal;;;;;;;;;;;;;x
PROV1462;Lake Namak;;;;;;;;;;;;;x
PROV1463;Lough Ree;;;;;;;;;;;;;x
PROV1464;Lough Derg;;;;;;;;;;;;;x
PROV1465;Lough Corrib;;;;;;;;;;;;;x
PROV1466;Lough Mask;;;;;;;;;;;;;x
