#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#k_papal_state;Status Pontificius;;;;;;;;;;;;;x
#k_papal_state_adj;Sanctimonialis;;;;;;;;;;;;;x
d_vanemas_adj;Vanemu;;;;;;;;;;;;;x
d_sakalians;Sakali;;;;;;;;;;;;;x
d_sakalians_adj;Sakalu;;;;;;;;;;;;;x
d_selonians;Seli;;;;;;;;;;;;;x
d_selonians_adj;Selu;;;;;;;;;;;;;x
d_talavians;Tãlavi;;;;;;;;;;;;;x
d_talavians_adj;Tãlavu;;;;;;;;;;;;;x
d_deltuvians;Deltuvai;;;;;;;;;;;;;x
d_deltuvians_adj;Deltuvos;;;;;;;;;;;;;x
d_drevlyans;Drevlyane;;;;;;;;;;;;;x
d_drevlyans_adj;Drevlyane;;;;;;;;;;;;;x
d_ulichs;Ulichi;;;;;;;;;;;;;x
d_ulichs_adj;Ulichi;;;;;;;;;;;;;x
d_east_polanes;Polyane;;;;;;;;;;;;;x
d_east_polanes_adj;Polyane;;;;;;;;;;;;;x
d_volhynians;Volyniane;;;;;;;;;;;;;x
d_volhynians_adj;Volyniane;;;;;;;;;;;;;x
d_buzhans;Buzhane;;;;;;;;;;;;;x
d_buzhans_adj;Buzhane;;;;;;;;;;;;;x
d_tivertsi;Tivertsy;;;;;;;;;;;;;x
d_tivertsi_adj;Tivertsy;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Wendic tribes;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
k_oborites;Obodriti;;;;;;;;;;;;;x
k_oborites_adj;Obodriti;;;;;;;;;;;;;x
k_pommeranians;Pomorzani;;;;;;;;;;;;;x
k_pommeranians_adj;Pomorzani;;;;;;;;;;;;;x
k_lutici;Ljutici;;;;;;;;;;;;;x
k_lutici_adj;Ljutici;;;;;;;;;;;;;x
k_sorbs;Sorbi;;;;;;;;;;;;;x
k_sorbs_adj;Sorbi;;;;;;;;;;;;;x
d_lutici;Ljutici;;;;;;;;;;;;;x
d_lutici_adj;Ljutici;;;;;;;;;;;;;x
d_veleti;Wilci;;;;;;;;;;;;;x
d_veleti_adj;Wilci;;;;;;;;;;;;;x
d_wolinians;Wolinjani;;;;;;;;;;;;;x
d_wolinians_adj;Wolinjani;;;;;;;;;;;;;x
d_hevelli;Hawolani;;;;;;;;;;;;;x
d_hevelli_adj;Hawolani;;;;;;;;;;;;;x
d_sprevani;Sprewjani;;;;;;;;;;;;;x
d_sprevani_adj;Sprewjani;;;;;;;;;;;;;x
d_doxani;Dossani;;;;;;;;;;;;;x
d_doxani_adj;Dossani;;;;;;;;;;;;;x
d_lunkini;Glinjani;;;;;;;;;;;;;x
d_lunkini_adj;Glinjani;;;;;;;;;;;;;x
d_circipanes;Czerzpjani;;;;;;;;;;;;;x
d_circipanes_adj;Czerzpjani;;;;;;;;;;;;;x
d_kessians;Chyzani;;;;;;;;;;;;;x
d_kessians_adj;Chyzani;;;;;;;;;;;;;x
d_readrians;Ratari;;;;;;;;;;;;;x
d_readrians_adj;Ratari;;;;;;;;;;;;;x
d_tollensians;Dolenci;;;;;;;;;;;;;x
d_tollensians_adj;Dolenci;;;;;;;;;;;;;x
d_rani;Rujani;;;;;;;;;;;;;x
d_rani_adj;Rujani;;;;;;;;;;;;;x
d_nizzi;Niccici;;;;;;;;;;;;;x
d_nizzi_adj;Niccici;;;;;;;;;;;;;x
d_oborites;Obodriti;;;;;;;;;;;;;x
d_oborites_adj;Obodriti;;;;;;;;;;;;;x
d_wagrians;Wajiri;;;;;;;;;;;;;x
d_wagrians_adj;Wagri;;;;;;;;;;;;;x
d_drevani;Drewani;;;;;;;;;;;;;x
d_drevani_adj;Drewani;;;;;;;;;;;;;x
d_travnjane;Trawnjani;;;;;;;;;;;;;x
d_travnjane_adj;Trawnjani;;;;;;;;;;;;;x
d_warnabi;Warnowi;;;;;;;;;;;;;x
d_warnabi_adj;Warnowi;;;;;;;;;;;;;x
d_pommeranians;Pomorzani;;;;;;;;;;;;;x
d_pommeranians_adj;Pomorzani;;;;;;;;;;;;;x
d_prissani;Przicani;;;;;;;;;;;;;x
d_prissani_adj;Przicani;;;;;;;;;;;;;x
d_slovinici;Slowinci;;;;;;;;;;;;;x
d_slovinici_adj;Slowinci;;;;;;;;;;;;;x
d_kashubians;Kassubi;;;;;;;;;;;;;x
d_kashubians_adj;Kassubi;;;;;;;;;;;;;x
d_chutizi;Chutici;;;;;;;;;;;;;x
d_chutizi_adj;Chutici;;;;;;;;;;;;;x
d_leubuzzi;Lestkowici;;;;;;;;;;;;;x
d_leubuzzi_adj;Lestkowici;;;;;;;;;;;;;x
d_glomacze;Glomaci;;;;;;;;;;;;;x
d_glomacze_adj;Glomaci;;;;;;;;;;;;;x
d_lusatians;Lusitzi;;;;;;;;;;;;;x
d_lusatians_adj;Lusitzi;;;;;;;;;;;;;x
d_milceni;Milcani;;;;;;;;;;;;;x
d_milceni_adj;Milcani;;;;;;;;;;;;;x
d_susali;Syseli;;;;;;;;;;;;;x
d_susali_adj;Syseli;;;;;;;;;;;;;x
d_plisni;Plisni;;;;;;;;;;;;;x
d_plisni_adj;Plisni;;;;;;;;;;;;;x
d_nizizi;Niczici;;;;;;;;;;;;;x
d_nizizi_adj;Niczici;;;;;;;;;;;;;x
d_nisan;Nizani;;;;;;;;;;;;;x
d_nisan_adj;Nizani;;;;;;;;;;;;;x
d_coledizi;Koledici;;;;;;;;;;;;;x
d_coledizi_adj;Koledici;;;;;;;;;;;;;x
d_nudzici;Nudici;;;;;;;;;;;;;x
d_nudzici_adj;Nudici;;;;;;;;;;;;;x
d_zitizi;Zitici;;;;;;;;;;;;;x
d_zitizi_adj;Zitici;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
d_lowerbrittany;Breizh Izel;;;;;;;;;;;;;x
d_lowerbrittany_adj;Breizh Brezhoneg;;;;;;;;;;;;;x
e_ulm;Ulm;;;;;;;;;;;;;x
e_ulm_adj;Ulmian;;;;;;;;;;;;;x
d_erzosterreich;Österreich;;;;;;;;;;;;;x
d_erzosterreich_adj;Österreichische;;;;;;;;;;;;;x
k_norman_england;England;;;;;;;;;;;;;x
k_norman_england_adj;English;;;;;;;;;;;;;x
d_kryvians;Krivichi;;;;;;;;;;;;;x
d_kryvians_adj;Krivichi;;;;;;;;;;;;;x
d_severians;Severiane;;;;;;;;;;;;;x
d_severians_adj;Severiane;;;;;;;;;;;;;x
d_polyane;Polyane;;;;;;;;;;;;;x
d_polyane_adj;Polyane;;;;;;;;;;;;;x
d_lendians;Ledzianie;;;;;;;;;;;;;x
d_lendians_adj;Ledzianie;;;;;;;;;;;;;x
k_geats;Gautaríki;;;;;;;;;;;;;x
k_geats_adj;Gautr;;;;;;;;;;;;;x
e_kaleva;Kalevala;;;;;;;;;;;;;x
e_kaleva_adj;Kalevalan;;;;;;;;;;;;;x
d_bohemians;Czechowé;;;;;;;;;;;;;x
d_bohemians_adj;Czeský;;;;;;;;;;;;;x
d_massufa;Massúfa;;;;;;;;;;;;;x
d_massufa_adj;Massúfí;;;;;;;;;;;;;x
d_lamtuna;Lamtúna;;;;;;;;;;;;;x
d_lamtuna_adj;Lamtúní;;;;;;;;;;;;;x
d_lamta;Lamta;;;;;;;;;;;;;x
d_lamta_adj;Lamtí;;;;;;;;;;;;;x
d_lamta_east;Lamta;;;;;;;;;;;;;x
d_lamta_east_adj;Lamtí;;;;;;;;;;;;;x
d_zaghawa;Zagháwa;;;;;;;;;;;;;x
d_zaghawa_adj;Zagháwí;;;;;;;;;;;;;x
d_guddala;Guddála;;;;;;;;;;;;;x
d_guddala_adj;Guddálí;;;;;;;;;;;;;x
d_targa;Targa;;;;;;;;;;;;;x
d_targa_adj;Targí;;;;;;;;;;;;;x
d_lawata;Lawata;;;;;;;;;;;;;x
d_lawata_adj;Lawatí;;;;;;;;;;;;;x
d_masila;Masila;;;;;;;;;;;;;x
d_masila_adj;Masilí;;;;;;;;;;;;;x
d_dakhila;Dakhila;;;;;;;;;;;;;x
d_dakhila_adj;Dakhilan;;;;;;;;;;;;;x
d_soninke;Soninke;;;;;;;;;;;;;x
d_soninke_adj;Soninke;;;;;;;;;;;;;x
d_duguwa;Duguwa;;;;;;;;;;;;;x
d_duguwa_adj;Duguwí;;;;;;;;;;;;;x
d_blemmyes;Béja;;;;;;;;;;;;;x
d_blemmyes_adj;Béjí;;;;;;;;;;;;;x
k_makuria;Makuria;;;;;;;;;;;;;x
k_makuria_adj;Makurian;Makuria;;;;;;;;;;;;x
k_alodia;Alodia;;;;;;;;;;;;;x
k_alodia_adj;Alodian;Alodia;;;;;;;;;;;;x
k_moravia;Velká Morava;;;;;;;;;;;;;x
k_moravia_adj;Velkomoravský;;;;;;;;;;;;;x
k_sunni;Sunni;;;;;;;;;;;;;x
k_sunni_adj;Sunni;;;;;;;;;;;;;x
k_tiaret;Tiáret;;;;;;;;;;;;;x
k_tiaret_adj;Tiáretí;;;;;;;;;;;;;x
d_musab;Mus'ab;;;;;;;;;;;;;x
d_musab_adj;Mus'abí;;;;;;;;;;;;;x
d_gazzula;Gazzúla;;;;;;;;;;;;;x
d_gazzula_adj;Gazzúlí;;;;;;;;;;;;;x
WEST_FRANCIA;Francia Occidentalis;;;;;;;;;;;;;x
WEST_FRANCIA_ADJ;Francia Occidentalis;;;;;;;;;;;;;x
EAST_FRANCIA;Francia Orientalis;;;;;;;;;;;;;x
EAST_FRANCIA_ADJ;Francia Orientalis;;;;;;;;;;;;;x
d_azben;Azben;;;;;;;;;;;;;x
d_azben_adj;Azben;;;;;;;;;;;;;x
d_takarkart;Takarkart;;;;;;;;;;;;;x
d_takarkart_adj;Takarkartí;;;;;;;;;;;;;x
d_azger;Azger;;;;;;;;;;;;;x
d_azger_adj;Azgerí;;;;;;;;;;;;;x
d_tanmak;Tanmak;;;;;;;;;;;;;x
d_tanmak_adj;Tanmaki;;;;;;;;;;;;;x
d_mazata;Mazáta;;;;;;;;;;;;;x
d_mazata_adj;Mazátí;;;;;;;;;;;;;x
d_naqis;Naqís;;;;;;;;;;;;;x
d_naqis_adj;Naqísí;;;;;;;;;;;;;x
d_baqlin;Baqlín;;;;;;;;;;;;;x
d_baqlin_adj;Baqlíní;;;;;;;;;;;;;x
d_djarin;Jarín;;;;;;;;;;;;;x
d_djarin_adj;Jaríní;;;;;;;;;;;;;x
d_qataa;Qata'a;;;;;;;;;;;;;x
d_qataa_adj;Qata'í;;;;;;;;;;;;;x
d_bazin;Bazín;;;;;;;;;;;;;x
d_bazin_adj;Bazíní;;;;;;;;;;;;;x
d_nagash;Nagash;;;;;;;;;;;;;x
d_nagash_adj;Nagashí;;;;;;;;;;;;;x
d_kanz;Kanz;;;;;;;;;;;;;x
d_kanz_adj;Kanzí;;;;;;;;;;;;;x
d_danakil;Danakil;;;;;;;;;;;;;x
d_danakil_adj;Danakilí;;;;;;;;;;;;;x
d_shewa;Shewa;;;;;;;;;;;;;x
d_shewa_adj;Shewan;;;;;;;;;;;;;x
d_semien;Semien;;;;;;;;;;;;;x
d_semien_adj;Semien;;;;;;;;;;;;;x
k_ifat;Ifat;;;;;;;;;;;;;x
k_ifat_adj;Ifatí;;;;;;;;;;;;;x
k_blemmyes;Béja;;;;;;;;;;;;;x
k_blemmyes_adj;Béjí;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
d_dregovichi_adj;Dregovichi;;;;;;;;;;;;;x
d_radimichi_adj;Radimichi;;;;;;;;;;;;;x
d_hilal;Banu Hilál;;;;;;;;;;;;;x
d_hilal_adj;Hilálí;;;;;;;;;;;;;x
d_zughba;Banu Zughba;;;;;;;;;;;;;x
d_zughba_adj;Zughbí;;;;;;;;;;;;;x
d_candar;Candar;;;;;;;;;;;;;x
d_candar_adj;Candari;;;;;;;;;;;;;x
d_karasi;Qarasi;;;;;;;;;;;;;x
d_karasi_adj;Qarasian;;;;;;;;;;;;;x
d_karaman;Qaraman;;;;;;;;;;;;;x
d_karaman_adj;Qaramani;;;;;;;;;;;;;x
d_osmanli;Osmanli;;;;;;;;;;;;;x
d_osmanli_adj;Osmanlian;;;;;;;;;;;;;x
d_saruhan;Saruhan;;;;;;;;;;;;;x
d_saruhan_adj;Saruhani;;;;;;;;;;;;;x
d_aydin;Aydin;;;;;;;;;;;;;x
d_aydin_adj;Aydini;;;;;;;;;;;;;x
d_eretnid;Eretna;;;;;;;;;;;;;x
d_eretnid_adj;Eretni;;;;;;;;;;;;;x
k_hammadid_adj;Hamdanid;;;;;;;;;;;;;x
k_kafsid_adj;Kafsid;;;;;;;;;;;;;x
d_mentese;Mentese;;;;;;;;;;;;;x
d_mentese_adj;Mentesian;;;;;;;;;;;;;x
d_tekke;Teke;;;;;;;;;;;;;x
d_tekke_adj;Tekian;;;;;;;;;;;;;x
d_hamid;Hamid;;;;;;;;;;;;;x
d_hamid_adj;Hamidian;;;;;;;;;;;;;x
d_ahi;Ahiler;;;;;;;;;;;;;x
d_ahi_adj;Ahilerian;;;;;;;;;;;;;x
k_zirid_adj;Zirid;;;;;;;;;;;;;x
d_silesians;Slezanie;;;;;;;;;;;;;x
d_silesians_adj;Silesian;;;;;;;;;;;;;x
d_polans;Polanie;;;;;;;;;;;;;x
d_polans_adj;Polan;;;;;;;;;;;;;x
d_mazovians;Mazowszanie;;;;;;;;;;;;;x
d_mazovians_adj;Mazovian;;;;;;;;;;;;;x
d_vistulans;Wislanie;;;;;;;;;;;;;x
d_vistulans_adj;Vistulan;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
k_duklja;Duklja;;;;;;;;;;;;;x
k_duklja_adj;Dukljan;;;;;;;;;;;;;x
k_armenia_minor;Mikrá Armenia;;;;;;;;;;;;;x
k_armenia_minor_adj;Mikrá Armenian;;;;;;;;;;;;;x
k_rum;Rúm;;;;;;;;;;;;;x
k_rum_adj;Rúmian;;;;;;;;;;;;;x
k_vaspurakan;Vaspurakan;;;;;;;;;;;;;x
k_vaspurakan_adj;Vaspurakani;Vaspurakan;;;;;;;;;;;;x
k_iberia;Kartli;;;;;;;;;;;;;x
k_iberia_adj;Kartlian;Kartli;;;;;;;;;;;;x
k_abkhazia_adj;Apkhazetian;;;;;;;;;;;;;x
k_abkhazia;Apkhazeti;;;;;;;;;;;;;x
k_kakheti_adj;Kakhetian;Kakheti;;;;;;;;;;;;x
k_kakheti;Kakheti;;;;;;;;;;;;;x
k_imereti_adj;Imeretian;;;;;;;;;;;;;x
k_imereti;Imereti;;;;;;;;;;;;;x
d_mingrelia;Samegrelo;;;;;;;;;;;;;x
d_mingrelia_adj;Samegrelian;;;;;;;;;;;;;x
d_meshketi;Meskheti;;;;;;;;;;;;;x
d_meshketi_adj;Meskhetian;;;;;;;;;;;;;x
d_theodoro;Gotthías;;;;;;;;;;;;;x
d_theodoro_adj;Gothían;;;;;;;;;;;;;x
d_tiflis;Tiflis;;;;;;;;;;;;;x
d_tiflis_adj;Tiflisi;Tiflis;;;;;;;;;;;;x
d_paulicians;Paulikianoi;;;;;;;;;;;;;x
d_paulicians_adj;Paulikianoi;;;;;;;;;;;;;x
d_vanand;Vanand;;;;;;;;;;;;;x
d_vanand_adj;Vanandian;;;;;;;;;;;;;x
d_melitene;Malatya;;;;;;;;;;;;;x
d_melitene_adj;Malatyan;;;;;;;;;;;;;x
d_pagania;Neretljani;;;;;;;;;;;;;x
d_pagania_adj;Narentine;;;;;;;;;;;;;x
d_rhodos;Rhodos;;;;;;;;;;;;;x
d_rhodos_adj;Rhodian;;;;;;;;;;;;;x
k_bagratid_grand_principality;Hayk;;;;;;;;;;;;;x
k_bagratid_grand_principality_adj;Haykian;;;;;;;;;;;;;x
d_sadah;Sadah;;;;;;;;;;;;;x
d_sadah_adj;Sadahi;;;;;;;;;;;;;x
d_zabid;Zabid;;;;;;;;;;;;;x
d_zabid_adj;Zabidi;;;;;;;;;;;;;x
d_sharif_mecca;Makka;;;;;;;;;;;;;x
d_sharif_mecca_adj;Makkan;;;;;;;;;;;;;x
d_sharif_medina;Madína;;;;;;;;;;;;;x
d_sharif_medina_adj;Madínan;;;;;;;;;;;;;x
#Latin Empire;;;;;;;;;;;;;;
e_latin_empire;Imperium Romaniae;;;;;;;;;;;;;x
#Indian ocean republics;;;;;;;;;;;;;;
d_dahlak;Dahlak;;;;;;;;;;;;;x
d_dahlak_adj;Dahlakian;;;;;;;;;;;;;x
d_siraf;Siráf;;;;;;;;;;;;;x
d_siraf_adj;Siráfí;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
d_livonian_brothers_of_the_sword;Schwertbrüderorden;;;;;;;;;;;;;x
d_livonian_brothers_of_the_sword_adj;Schwertbrüderische;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
d_uighurs;Uighurs;;;;;;;;;;;;;x
d_uighurs_adj;Uighur;;;;;;;;;;;;;x
d_oghuz;Oghuz;;;;;;;;;;;;;x
d_oghuz_adj;Oghuz;;;;;;;;;;;;;x
d_yaghma;Yaghma;;;;;;;;;;;;;x
d_yaghma_adj;Yaghma;;;;;;;;;;;;;x
d_chigil;Chigil;;;;;;;;;;;;;x
d_chigil_adj;Chigil;;;;;;;;;;;;;x
d_basmils;Bamils;;;;;;;;;;;;;x
d_basmils_adj;Basmil;;;;;;;;;;;;;x
k_kimek;Kimek;;;;;;;;;;;;;x
k_kimek_adj;Kimek;;;;;;;;;;;;;x
d_qipchaq;Qipchaq;;;;;;;;;;;;;x
d_qipchaq_adj;Qipchaq;;;;;;;;;;;;;x
d_qirghiz;Qirghiz;;;;;;;;;;;;;x
d_qirghiz_adj;Qirghiz;;;;;;;;;;;;;x
d_tukhsi;Tukhsi;;;;;;;;;;;;;x
d_tukhsi_adj;Tukhsi;;;;;;;;;;;;;x
d_zunbil;Rutbils;;;;;;;;;;;;;x
d_zunbil_adj;Rutbil;;;;;;;;;;;;;x
k_khwarezmia;Khwárazm;;;;;;;;;;;;;x
k_khwarezmia_adj;Khwárazmí;;;;;;;;;;;;;x
d_qarluq;Qarluq;;;;;;;;;;;;;x
d_qarluq_adj;Qarluq;;;;;;;;;;;;;x
d_naimans;Naiman;;;;;;;;;;;;;x
d_naimans_adj;Nainam;;;;;;;;;;;;;x
e_khitan;Hulji Qidai Gur;;;;;;;;;;;;;x
e_khitan_adj;Kara Khitan;;;;;;;;;;;;;x
k_cuman;Kumanlar;;;;;;;;;;;;;x
k_cuman_adj;Kuman;;;;;;;;;;;;;x
k_qipchaq;Qipchaqlar;;;;;;;;;;;;;x
k_qipchaq_adj;Qipchaq;;;;;;;;;;;;;x
k_qangli;Qanglilar;;;;;;;;;;;;;x
k_qangli_adj;Qangli;;;;;;;;;;;;;x
#Pecheneg;;;;;;;;;;;;;;
d_yawdi_ertim;Yawdi Ertim;;;;;;;;;;;;;x
d_yawdi_ertim_adj;Yawdi Ertimian;;;;;;;;;;;;;x
d_kuerchi_chur;Küerchi Chür;;;;;;;;;;;;;x
d_kuerchi_chur_adj;Küerchi Chürian;;;;;;;;;;;;;x
d_qabuqsin_yula;Qabuqsin Yula;;;;;;;;;;;;;x
d_qabuqsin_yula_adj;Qabuqsin Yulaian;;;;;;;;;;;;;x
d_suru_kulbej;Suru Külbej;;;;;;;;;;;;;x
d_suru_kulbej_adj;Suru Külbejian;;;;;;;;;;;;;x
d_qara_bay;Qara Bay;;;;;;;;;;;;;x
d_qara_bay_adj;Qara Bayian;;;;;;;;;;;;;x
d_boru_tolmach;Boru Tolmach;;;;;;;;;;;;;x
d_boru_tolmach_adj;Boru Tolmachian;;;;;;;;;;;;;x
d_yazi_qapan;Yazi Qapan;;;;;;;;;;;;;x
d_yazi_qapan_adj;Yazi Qapanian;;;;;;;;;;;;;x
d_bula_chopan;Bula Chopan;;;;;;;;;;;;;x
d_bula_chopan_adj;Bula Chopanian;;;;;;;;;;;;;x
k_pechenegs;Beçeneklar;;;;;;;;;;;;;x
k_pechenegs_adj;Beçenek;;;;;;;;;;;;;x
k_qangar;Qangar;;;;;;;;;;;;;x
k_qangar_adj;Qangar;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
#Persia and Turkestan more;;;;;;;;;;;;;;
k_kerman;Kermán;;;;;;;;;;;;;x
k_kerman_adj;Kermání;;;;;;;;;;;;;x
d_shabankara;Shabankara;;;;;;;;;;;;;x
d_shabankara_adj;Shabankaraí;;;;;;;;;;;;;x
d_ghuzz;Ghuzz;;;;;;;;;;;;;x
d_ghuzz_adj;Ghuzz;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
k_uzes;Uzes;;;;;;;;;;;;;x
k_uzes_adj;Uzes;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
e_khazaria;Qasarstan;;;;;;;;;;;;;x
e_khazaria_adj;Qazar;;;;;;;;;;;;;x
e_khazaria_adj_kirghiz;Xäzär;;;;;;;;;;;;;x
e_khazaria_adj_mongol;Xäzär;;;;;;;;;;;;;x
e_khazaria_adj_oghuz;Hazar;;;;;;;;;;;;;x
e_khazaria_adj_turkmen;Hazar;;;;;;;;;;;;;x
