#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;
########################################;;;;;;;;;;;;;;
#JOBS;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
job_spiritual_haruri;'Álim;;;;;;;;;x
job_spiritual_shiite;Mollá;;;;;;;;;x
job_spiritual_ismaili;Mollá;;;;;;;;;x
job_spiritual_zaydi;Mollá;;;;;;;;;x
job_spiritual_qarmatian;Mollá;;;;;;;;;x
job_spiritual_hurufi;Mollá;;;;;;;;;x
job_spiritual_druze;Mollá;;;;;;;;;x
job_chancellor_dutch;Kanselier;;;;;;;;;;;;;x
job_spymaster_dutch;Spionmeester;;;;;;;;;;;;;x
job_spiritual_dutch;Hofpredikant;;;;;;;;;;;;;x
job_marshal_dutch;Maarschalk;;;;;;;;;;;;;x
job_treasurer_dutch;Penningmeester;;;;;;;;;;;;;x
job_treasurer_frisian;Jildstikmaster;;;;;;;;;;;;;x
job_marshal_frisian;Maarschalk;;;;;;;;;;;;;x
job_chancellor_frisian;Kanselier;;;;;;;;;;;;;x
job_spymaster_frisian;Spionmaster;;;;;;;;;;;;;x
job_spiritual_frisian;Hofdominy;;;;;;;;;;;;;x
job_chancellor_iranian;Vazír-e Azam;;;;;;;;;;;;;x
job_marshal_iranian;Vazír-i-Lashkar;;;;;;;;;;;;;x
job_spymaster_iranian;Vazír-i-Baríd;;;;;;;;;;;;;x
job_treasurer_iranian;Vazír-i-Daftar;;;;;;;;;;;;;x
job_spiritual_iranian;Imam-e-Azam;;;;;;;;;;;;;x
job_chancellor_sardinian;Cancelleri;;;;;;;;;;;;;x
job_marshal_sardinian;Maniscalcu;;;;;;;;;;;;;x
job_treasurer_sardinian;Camarilingu;;;;;;;;;;;;;x
job_treasurer_khitan;Tayangu;;;;;;;;;;;;;x
job_chancellor_mongol;Yeke Jarghuchi;;;;;;;;;;;;;x
job_chancellor_altaic;Ulugh Bitikchi;;;;;;;;;;;;;x
job_treasurer_altaic;Ulugh Aghichi;;;;;;;;;;;;;x
job_marshal_georgian;Amirspasalari;;;;;;;;;;;;;x
job_chancellor_georgian;Mtsignobart Ukhutsesi;;;;;;;;;;;;;x
job_treasurer_georgian;Mechurchlet Ukhutsesi;;;;;;;;;;;;;x
job_spymaster_georgian;Bokault Ukhutsesi;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#TITLES;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
title_master_of_the_horse_georgian;Meremet Ukhutsesi;;;;;;;;;;;;;x
title_master_of_the_hunt_georgian;Manadiret Ukhutsesi;;;;;;;;;;;;;x
title_master_of_the_horse_swedish;Stallmästare;;;;;;;;;;;;;x
title_master_of_the_horse_lithuanian;Koniuszy;;;;;;;;;;;;;x
title_master_of_the_horse_russian;Konyushy;;;;;;;;;;;;;x
title_master_of_the_horse_german;Oberststallmeister;;;;;;;;;;;;;x
title_high_almoner_frankish;Grand Aumonier;;;;;;;;;;;;;x
title_cupbearer_frankish;Échanson;;;;;;;;;;;;;x
title_master_of_the_horse_frankish;Grand Écuyer;;;;;;;;;;;;;x
title_master_of_the_hunt_frankish;Grand Veneur;;;;;;;;;;;;;x
title_seneschal_frankish;Grand Chambellan;;;;;;;;;;;;;x
title_high_almoner_occitan;Grand Aumonier;;;;;;;;;;;;;x
title_cupbearer_occitan;Échanson;;;;;;;;;;;;;x
title_master_of_the_horse_occitan;Grand Écuyer;;;;;;;;;;;;;x
title_master_of_the_hunt_occitan;Grand Veneur;;;;;;;;;;;;;x
title_seneschal_occitan;Grand Chambellan;;;;;;;;;;;;;x
title_master_of_the_horse_castillan;Caballerizo Mayor;;;;;;;;;;;;;x
title_master_of_the_horse_catalan;Caballerizo Mayor;;;;;;;;;;;;;x
title_master_of_the_horse_polish;Koniuszy;;;;;;;;;;;;;x
title_court_eunuch_old_hungarian;Dvari Eunuch;;;;;;;;;;;;;x
title_court_dwarf_old_hungarian;Dvari Terpe;;;;;;;;;;;;;x
title_master_of_the_horse_old_hungarian;Folluvazu;;;;;;;;;;;;;x
title_high_almoner_old_hungarian;Dvari Iavas;;;;;;;;;;;;;x
title_cupbearer_old_hungarian;Folzorukurtnok;;;;;;;;;;;;;x
title_master_of_the_hunt_old_hungarian;Folbadazu;;;;;;;;;;;;;x
title_seneschal_old_hungarian;Foldvarnok;;;;;;;;;;;;;x
title_court_jester_old_hungarian;Dvari Bolongo;;;;;;;;;;;;;x
title_keeper_of_swans_old_hungarian;Folztalnok;;;;;;;;;;;;;x
title_commander_old_hungarian;Vezer;;;;;;;;;;;;;x
title_councilmember_king_old_hungarian;Dvari Tanalcos;;;;;;;;;;;;;x
title_councilmember_emperor_old_hungarian;Dvari Tanalcos;;;;;;;;;;;;;x
title_court_eunuch_hungarian;Udvari Eunuch;;;;;;;;;;;;;x
title_court_dwarf_hungarian;Udvari Törpe;;;;;;;;;;;;;x
title_master_of_the_horse_hungarian;Fõlovászmester;;;;;;;;;;;;;x
title_high_almoner_hungarian;Alamizsnaosztó;;;;;;;;;;;;;x
title_cupbearer_hungarian;Pohárnokmester;;;;;;;;;;;;;x
title_master_of_the_hunt_hungarian;Vadászmester;;;;;;;;;;;;;x
title_seneschal_hungarian;Nádor;;;;;;;;;;;;;x
title_court_jester_hungarian;Udvari Bolond;;;;;;;;;;;;;x
title_keeper_of_swans_hungarian;Asztalnokmester;;;;;;;;;;;;;x
title_commander_hungarian;Hadvezér;;;;;;;;;;;;;x
title_councilmember_king_hungarian;Udvari Tanácsos;;;;;;;;;;;;;x
title_councilmember_emperor_hungarian;Udvari Tanácsos;;;;;;;;;;;;;x
title_court_eunuch_szekely;Udvari Eunuch;;;;;;;;;;;;;x
title_court_dwarf_szekely;Udvari Törpe;;;;;;;;;;;;;x
title_master_of_the_horse_szekely;Fõlovászmester;;;;;;;;;;;;;x
title_high_almoner_szekely;Alamizsnaosztó;;;;;;;;;;;;;x
title_cupbearer_szekely;Pohárnokmester;;;;;;;;;;;;;x
title_master_of_the_hunt_szekely;Vadászmester;;;;;;;;;;;;;x
title_seneschal_szekely;Nádor;;;;;;;;;;;;;x
title_court_jester_szekely;Udvari Bolond;;;;;;;;;;;;;x
title_keeper_of_swans_szekely;Asztalnokmester;;;;;;;;;;;;;x
title_commander_szekely;Hadvezér;;;;;;;;;;;;;x
title_councilmember_king_szekely;Udvari Tanácsos;;;;;;;;;;;;;x
title_councilmember_emperor_szekely;Udvari Tanácsos;;;;;;;;;;;;;x
title_court_jester_dutch;Hofnar;;;;;;;;;;;;;x
title_keeper_of_swans_dutch;Zwaanhoeder;;;;;;;;;;;;;x
title_master_of_the_horse_frisian;Master fan de hynders;;;;;;;;;;;;;x
title_high_almoner_frisian;Ielmisenier;;;;;;;;;;;;;x
title_cupbearer_frisian;Hofskinker;;;;;;;;;;;;;x
title_master_of_the_hunt_frisian;Jachtmaster;;;;;;;;;;;;;x
title_seneschal_frisian;Senesjal;;;;;;;;;;;;;x
title_court_jester_frisian;Hofhealwiis;;;;;;;;;;;;;x
title_keeper_of_swans_frisian;Swanbeweitser;;;;;;;;;;;;;x
title_high_admiral_dutch;Hoge Admiraal;;;;;;;;;;;;;x
title_high_judge_dutch;Hoge Rechter;;;;;;;;;;;;;x
title_state_inquisitor_dutch;Staatsinquisitoir;;;;;;;;;;;;;x
title_designated_heir_dutch;Bekrachtigd Erfgenaam;;;;;;;;;;;;;x
title_high_admiral_frisian;Heeche Admiraal;;;;;;;;;;;;;x
title_high_judge_frisian;Heeche Rjochter;;;;;;;;;;;;;x
title_state_inquisitor_frisian;Steatsinquisitoir;;;;;;;;;;;;;x
title_designated_heir_frisian;Oangewisen Erfgenamt;;;;;;;;;;;;;x
captain_catalan;Almogaten;;;;;;;;;;;;;x
condottiero_catalan;Adalil;;;;;;;;;;;;;x
