#Asud, mongolian Alan guard retinue(only known used in mongolia and china);;;;;;;;;;;;;;
# Jasin, Mongolian for Alan;;;;;;;;;;;;;;
#Zaldun, Basque for knight;;;;;;;;;;;;;;
#Malev, pagan estonian raiding unit in singular;;;;;;;;;;;;;;
#Praetoriani, Pretorian guard probably in pluralis. I suck at Latin so singular form will have to wait.;;;;;;;;;;;;;;
# Sclavinia, comes of "Slavs", but was also used bythe ERE as the term for Avar landed/noble soldiers. Singular. Note to self, I think there was a particular Avar heavily scale armored cavalry unit, remeber to check what that one was called, somthing with dragons.;;;;;;;;;;;;;;
#Arimanni, Longobardich feudalistic cavalry. Originaly reserved for the nobiltiy(5-8th centuryish) but eventually reduced to free peasents in their required services as men at arms(9-12th century);;;;;;;;;;;;;;
#Arsenalotto, venetians arsenal employees, also served as honour guard and fire brigade.;;;;;;;;;;;;;;
#C?l?rasi, Moldavian light skrimish cavalry;;;;;;;;;;;;;;
#Ors. The Khwarzamian guard of the khan.;;;;;;;;;;;;;;
